,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
13859,Q003439.2.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003439,2,1
13860,Q003439.2.2,šalālu[carry off]V$išlulamma,iš-lu]-la-⸢am⸣-ma,išlulamma,šalālu,carry off,V,"['𒅖', '𒇻', '𒆷', '𒄠', '𒈠']",𒅖𒇻𒆷𒄠𒈠,[iš-lu]-la-⸢am⸣-ma,"['missing', 'missing', 'complete', 'damaged', 'complete']",0.5,,,Q003439,2,2
13861,Q003439.2.3,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003439,2,3
13862,Q003439.2.4,Hatti[Syria-Palestine]GN,{kur}hat-ti,Hatti,Hatti,Syria-Palestine,GN,"['𒆳', '𒉺', '𒋾']",𒆳𒉺𒋾,{KUR}hat-ti,"['complete', 'complete', 'complete']",0.0,GN,,Q003439,2,4
13863,Q003439.3.1,adi[to]PRP,[a-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,[a-di],"['missing', 'missing']",1.0,,,Q003439,3,1
13864,Q003439.3.2,mahriya[front]N,mah-ri-ia,mahriya,mahru,front,N,"['𒈤', '𒊑', '𒅀']",𒈤𒊑𒅀,[mah-ri-ia],"['missing', 'missing', 'missing']",1.0,,,Q003439,3,2
13865,Q003439.3.3,ubla[bring]V,ub-la,ubla,wabālu,bring,V,"['𒌒', '𒆷']",𒌒𒆷,[ub-la],"['missing', 'missing']",1.0,,,Q003439,3,3
13866,Q003439.3.4,n,6,,,,n,['𒐋'],𒐋,[6],['missing'],1.0,NUMBER,,Q003439,3,4
13867,Q003439.3.5,mē[(one) hundred]NU,ME,mē,meʾatu,(one) hundred,NU,['𒈨'],𒈨,[ME],['missing'],1.0,,,Q003439,3,5
13868,Q003439.3.6,šallat[captive]N,šal-la-at,šallat,šallatu,captive,N,"['𒊩', '𒆷', '𒀜']",𒊩𒆷𒀜,[šal-la-at],"['missing', 'missing', 'missing']",1.0,,,Q003439,3,6
13869,Q003439.3.7,Amlate[]SN$Amlate,{uru}am-la-te,Amlate,Amlate,1,SN,"['𒌷', '𒄠', '𒆷', '𒋼']",𒌷𒄠𒆷𒋼,{[URU]}[am-la-te],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q003439,3,7
13870,Q003439.3.8,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,Q003439,3,8
