,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
1307,Q003434.3.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003434,3,1
1308,Q003434.3.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003434,3,2
1309,Q003434.3.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,3,3
1310,Q003434.4.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003434,4,1
1311,Q003434.4.2,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,la,['complete'],0.0,,,Q003434,4,2
1312,Q003434.4.3,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003434,4,3
1313,Q003434.4.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,4,4
1314,Q003434.5.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003434,5,1
1315,Q003434.5.2,n,16,,,,n,['𒌋𒐋'],𒌋𒐋,16,['complete'],0.0,NUMBER,,Q003434,5,2
1316,Q003434.5.3,nagê[district]N,⸢na⸣-[ge-e,nagê,nagû,district,N,"['𒈾', '𒄀', '𒂊']",𒈾𒄀𒂊,⸢na⸣-[ge-e],"['damaged', 'missing', 'missing']",0.83,,,Q003434,5,3
1317,Q003434.5.4,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,Q003434,5,4
1318,Q003434.5.5,Bit-Humria[Israel]GN,{kur}E₂-hu-um-ri-a,Bit-Humria,Bit-Humri,Israel,GN,"['𒆳', '𒂍', '𒄷', '𒌝', '𒊑', '𒀀']",𒆳𒂍𒄷𒌝𒊑𒀀,{[KUR]}[E₂-hu-um-ri-a],"['missing', 'missing', 'missing', 'missing', 'missing', 'missing']",1.0,GN,,Q003434,5,5
1319,Q003434.5.6,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,5,6
1320,Q003434.6.1,šallat[captive]N,šal-⸢la⸣-[at,šallat,šallatu,captive,N,"['𒊩', '𒆷', '𒀜']",𒊩𒆷𒀜,šal-⸢la⸣-[at],"['complete', 'damaged', 'missing']",0.5,,,Q003434,6,1
1321,Q003434.6.2,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,6,2
1322,Q003434.7.1,n,2,,,,n,['𒈫'],𒈫,2,['complete'],0.0,NUMBER,,Q003434,7,1
1323,Q003434.7.2,mē[(one) hundred]NU,ME,mē,meʾatu,(one) hundred,NU,['𒈨'],𒈨,ME,['complete'],0.0,,,Q003434,7,2
1324,Q003434.7.3,n,26,,,,n,['𒎙𒐋'],𒎙𒐋,26,['complete'],0.0,NUMBER,,Q003434,7,3
1325,Q003434.7.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,7,4
1326,Q003434.8.1,šallat[captive]N,⸢šal⸣-la-⸢at⸣,šallat,šallatu,captive,N,"['𒊩', '𒆷', '𒀜']",𒊩𒆷𒀜,⸢šal⸣-la-⸢at⸣,"['damaged', 'complete', 'damaged']",0.33,,,Q003434,8,1
1327,Q003434.8.2,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,8,2
1328,Q003434.9.1,n,4,,,,n,['𒐉'],𒐉,4,['complete'],0.0,NUMBER,,Q003434,9,1
1329,Q003434.9.2,mē[(one) hundred]NU,ME,mē,meʾatu,(one) hundred,NU,['𒈨'],𒈨,ME,['complete'],0.0,,,Q003434,9,2
1330,Q003434.9.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,9,3
1331,Q003434.10.1,n,6,,,,n,['𒐋'],𒐋,6,['complete'],0.0,NUMBER,,Q003434,10,1
1332,Q003434.10.2,mē[(one) hundred]NU,ME,mē,meʾatu,(one) hundred,NU,['𒈨'],𒈨,ME,['complete'],0.0,,,Q003434,10,2
1333,Q003434.10.3,n,56,,,,n,['𒐐𒐋'],𒐐𒐋,56,['complete'],0.0,NUMBER,,Q003434,10,3
1334,Q003434.10.4,šallat[captive]N,šal-[la-at,šallat,šallatu,captive,N,"['𒊩', '𒆷', '𒀜']",𒊩𒆷𒀜,šal-[la-at],"['complete', 'missing', 'missing']",0.67,,,Q003434,10,4
1335,Q003434.10.5,u,{uru}sa-...],,,,u,"['𒌷', '𒊓', 'x']",𒌷𒊓x,{[URU]}[sa-x],"['missing', 'missing', 'missing']",1.0,,,Q003434,10,5
1336,Q003434.11.1,n,13,,,,n,['𒌋𒐈'],𒌋𒐈,13,['complete'],0.0,NUMBER,,Q003434,11,1
1337,Q003434.11.2,līm[thousand]NU,LIM,līm,līm,thousand,NU,['𒅆'],𒅆,LIM,['complete'],0.0,,,Q003434,11,2
1338,Q003434.11.3,n,5,,,,n,['𒐊'],𒐊,5,['complete'],0.0,NUMBER,,Q003434,11,3
1339,Q003434.11.4,mē[(one) hundred]NU,ME,mē,meʾatu,(one) hundred,NU,['𒈨'],𒈨,ME,['complete'],0.0,,,Q003434,11,4
1340,Q003434.11.5,n,20,,,,n,['𒎙'],𒎙,20,['complete'],0.0,NUMBER,,Q003434,11,5
1341,Q003434.11.6,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,11,6
1342,Q003434.12.1,adi[with]PRP,a-di,adi,adi,with,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,Q003434,12,1
1343,Q003434.12.2,maršītu[property]N$maršītišunu,mar-ši-ti-šu₂-nu,maršītišunu,maršītu,property,N,"['𒈥', '𒅆', '𒋾', '𒋙', '𒉡']",𒈥𒅆𒋾𒋙𒉡,mar-ši-ti-šu₂-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003434,12,2
1344,Q003434.12.3,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003434,12,3
1345,Q003434.12.4,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,[ša],['missing'],1.0,,,Q003434,12,4
1346,Q003434.12.5,ina[in]PRP,ina],ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,Q003434,12,5
1347,Q003434.13.1,šadê[mountain]N,KUR-e,šadê,šadû,mountain,N,"['𒆳', '𒂊']",𒆳𒂊,KUR-e,"['complete', 'complete']",0.0,,,Q003434,13,1
1348,Q003434.13.2,marṣūti[difficult]AJ,mar-ṣu-ti,marṣūti,marṣu,difficult,AJ,"['𒈥', '𒍮', '𒋾']",𒈥𒍮𒋾,mar-ṣu-ti,"['complete', 'complete', 'complete']",0.0,,,Q003434,13,2
