,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
1279,Q003443.2.1,adi[to]PRP,a-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,Q003443,2,1
1280,Q003443.2.2,Saue[Mount Saue]GN$,{kur}sa-u₂-e,Saue,Saue,Mount Saue,GN,"['𒆳', '𒊓', '𒌑', '𒂊']",𒆳𒊓𒌑𒂊,{KUR}sa-u₂-e,"['complete', 'complete', 'complete', 'complete']",0.0,GN,,Q003443,2,2
1281,Q003443.2.3,šadê[mountain]N,KUR-e,šadê,šadû,mountain,N,"['𒆳', '𒂊']",𒆳𒂊,KUR-e,"['complete', 'complete']",0.0,,,Q003443,2,3
1282,Q003443.2.4,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003443,2,4
1283,Q003443.2.5,ina[in//into]PRP$,ina,ina,ina,into,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,Q003443,2,5
1284,Q003443.2.6,Labnana[Mount Lebanon]GN$Labnanama,{kur}lab-na-[na]-ma,Labnanama,Labnana,Mount Lebanon,GN,"['𒆳', '𒆗', '𒈾', '𒈾', '𒈠']",𒆳𒆗𒈾𒈾𒈠,{KUR}lab-na-[na]-ma,"['complete', 'complete', 'complete', 'missing', 'complete']",0.2,GN,,Q003443,2,6
1285,Q003443.2.7,nakāpu[push//abut]V$ittakkipuni,it-tak-ki-⸢pu-u₂⸣-[ni],ittakkipuni,nakāpu,abut,V,"['𒀉', '𒋳', '𒆠', '𒁍', '𒌑', '𒉌']",𒀉𒋳𒆠𒁍𒌑𒉌,it-tak-ki-⸢pu-u₂⸣-[ni],"['complete', 'complete', 'complete', 'damaged', 'damaged', 'missing']",0.33,,,Q003443,2,7
1286,Q003443.3.1,Baʾali-ṣapuna[Mount Baʾali-ṣapuna]GN$,{kur}ba-ʾa-li-ṣa-⸢pu⸣-na,Baʾali-ṣapuna,Baʾali-ṣapuna,Mount Baʾali-ṣapuna,GN,"['𒆳', '𒁀', '𒀪', '𒇷', '𒍝', '𒁍', '𒈾']",𒆳𒁀𒀪𒇷𒍝𒁍𒈾,{KUR}ba-ʾa-li-ṣa-⸢pu⸣-na,"['complete', 'complete', 'complete', 'complete', 'complete', 'damaged', 'complete']",0.07,GN,,Q003443,3,1
1287,Q003443.3.2,adi[to]PRP,a-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,Q003443,3,2
1288,Q003443.3.3,Ammanana[Mount Ammanana]GN$Ammanana,{kur}am-ma-[na]-⸢na⸣,Ammanana,Ammanana,Mount Ammanana,GN,"['𒆳', '𒄠', '𒈠', '𒈾', '𒈾']",𒆳𒄠𒈠𒈾𒈾,{KUR}am-ma-[na]-⸢na⸣,"['complete', 'complete', 'complete', 'missing', 'damaged']",0.3,GN,,Q003443,3,3
