,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
4448,Q003633.1.1,%arc:mnn=,mnn,,,,,,,,,,,ARAMAIC,Q003633,1,1
4449,Q003633.1.2,%arc:15=,15,,,,,,,,,,,ARAMAIC,Q003633,1,2
4450,Q003633.1.3,%arc:b=,b,,,,,,,,,,,ARAMAIC,Q003633,1,3
4451,Q003633.1.4,%arc:zy=,zy,,,,,,,,,,,ARAMAIC,Q003633,1,4
4452,Q003633.1.5,%arc:ʾrqʾ=,ʾrqʾ,,,,,,,,,,,ARAMAIC,Q003633,1,5
4453,Q003633.2.1,%arc:ḥmšt=,ḥmšt,,,,,,,,,,,ARAMAIC,Q003633,2,1
4454,Q003633.2.2,%arc:ʿšr=,ʿšr,,,,,,,,,,,ARAMAIC,Q003633,2,2
4455,Q003633.2.3,%arc:mnyn=,mnyn,,,,,,,,,,,ARAMAIC,Q003633,2,3
4456,Q003633.2.4,%arc:zy=,[zy],,,,,,,,,,,ARAMAIC,Q003633,2,4
4457,Q003633.2.5,%arc:mlk=,mlk,,,,,,,,,,,ARAMAIC,Q003633,2,5
