,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
3935,Q003426.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,2,1
3936,Q003426.2.2,u,aš₂,,,,u,['𒀾'],𒀾,aš₂,['complete'],0.0,,,Q003426,2,2
3937,Q003426.2.3,u,u₂,,,,u,['𒌑'],𒌑,u₂,['complete'],0.0,,,Q003426,2,3
3938,Q003426.2.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,2,4
3939,Q003426.2.5,u,tu,,,,u,['𒌅'],𒌅,tu,['complete'],0.0,,,Q003426,2,5
3940,Q003426.2.6,u,a,,,,u,['𒀀'],𒀀,a,['complete'],0.0,,,Q003426,2,6
3941,Q003426.2.7,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,2,7
3942,Q003426.2.8,u,li,,,,u,['𒇷'],𒇷,li,['complete'],0.0,,,Q003426,2,8
3943,Q003426.2.9,u,a,,,,u,['𒀀'],𒀀,a,['complete'],0.0,,,Q003426,2,9
3944,Q003426.2.10,u,a,,,,u,['𒀀'],𒀀,a,['complete'],0.0,,,Q003426,2,10
3945,Q003426.2.11,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,2,11
3946,Q003426.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,3,1
3947,Q003426.3.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003426,3,2
3948,Q003426.3.3,Azriyau[king of a Levantine realm]RN$,{m}az-ri-a-⸢u₂⸣,Azriyau,Azriyau,king of a Levantine realm,RN,"['𒁹', '𒊍', '𒊑', '𒀀', '𒌑']",𒁹𒊍𒊑𒀀𒌑,{m}az-ri-a-⸢u₂⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,RN,,Q003426,3,3
3949,Q003426.3.4,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,3,4
3950,Q003426.3.5,ṣabātu[seize]V$uṣabbitma,u₂]-ṣab-bit-ma,uṣabbitma,ṣabātu,seize,V,"['𒌑', '𒂟', '𒂍', '𒈠']",𒌑𒂟𒂍𒈠,[u₂]-ṣab-bit-ma,"['missing', 'complete', 'complete', 'complete']",0.25,,,Q003426,3,5
3951,Q003426.3.6,u,[...]-ṣa-ti,,,,u,"['x', '𒍝', '𒋾']",x𒍝𒋾,[x]ṣa-ti,"['missing', 'complete', 'complete']",0.33,,,Q003426,3,6
3952,Q003426.3.7,u,ad-[...],,,,u,"['𒀜', 'x']",𒀜x,ad-[x],"['complete', 'missing']",0.5,,,Q003426,3,7
3953,Q003426.4.1,u,[...]-u₂-ti,,,,u,"['x', '𒌑', '𒋾']",x𒌑𒋾,[x]u₂-ti,"['missing', 'complete', 'complete']",0.33,,,Q003426,4,1
3954,Q003426.4.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003426,4,2
3955,Q003426.4.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003426,4,3
3956,Q003426.4.4,maddattu[payment]N,ma-da-at-tu,maddattu,maddattu,payment,N,"['𒈠', '𒁕', '𒀜', '𒌅']",𒈠𒁕𒀜𒌅,ma-da-at-tu,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003426,4,4
3957,Q003426.4.5,kī[like]PRP,ki-i,kī,kī,like,PRP,"['𒆠', '𒄿']",𒆠𒄿,ki-i,"['complete', 'complete']",0.0,,,Q003426,4,5
3958,Q003426.4.6,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,,Q003426,4,6
3959,Q003426.4.7,Aššuru[Assyrian]EN$Aššuri,[aš-šu-ri,Aššuri,Aššuru,Assyrian,EN,"['𒀸', '𒋗', '𒊑']",𒀸𒋗𒊑,[aš-šu-ri],"['missing', 'missing', 'missing']",1.0,,,Q003426,4,7
