,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
3904,Q003634.1.1,ēkal[palace]N,E₂.GAL,ēkal,ēkallu,palace,N,"['𒂍', '𒃲']",𒂍𒃲,E₂.GAL,"['complete', 'complete']",0.0,,,Q003634,1,1
3905,Q003634.1.2,"Salmanu-ašared_V[Shalmaneser V, king of Assyria]RN$Salmanu-ašared",{m}{d}[SILIM-man-MAŠ],Salmanu-ašared,Salmanu-ašared_V,"Shalmaneser V, king of Assyria",RN,"['𒁹', '𒀭', '𒁲', '𒎙', '𒈦']",𒁹𒀭𒁲𒎙𒈦,{m}{d}[SILIM-man-MAŠ],"['complete', 'complete', 'missing', 'missing', 'missing']",0.6,RN,,Q003634,1,2
3906,Q003634.2.1,šar[king]N,MAN,šar,šarru,king,N,['𒎙'],𒎙,MAN,['complete'],0.0,,,Q003634,2,1
3907,Q003634.2.2,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003634,2,2
3908,Q003634.2.3,Aššur[Assyria]GN,AŠ,Aššur,Aššur,Assyria,GN,['𒀸'],𒀸,AŠ,['complete'],0.0,GN,,Q003634,2,3
3909,Q003634.3.1,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,,Q003634,3,1
3910,Q003634.3.2,manê[a unit of weight]N,MA.NA,manê,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,Q003634,3,2
3911,Q003634.3.3,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,,Q003634,3,3
3912,Q003634.3.4,šarru[king]N$šarri +.,MAN,šarri,šarru,king,N,['𒎙'],𒎙,MAN,['complete'],0.0,,,Q003634,3,4
3913,Q003634.4.1,%arc:mnh=,mnh,,,,,,,,,,,ARAMAIC,Q003634,4,1
3914,Q003634.4.2,%arc:mlk=,mlk,,,,,,,,,,,ARAMAIC,Q003634,4,2
