,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
238,Q003448.3.1,Aššur[1]DN,[aš-šur,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,[aš-šur],"['missing', 'missing']",1.0,DN,,Q003448,3,1
239,Q003448.3.2,bēlu[lord]$,EN,bēlu,bēlu,lord,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,Q003448,3,2
240,Q003448.3.3,rabû[great]AJ,GAL,rabû,rabû,great,AJ,['𒃲'],𒃲,[GAL],['missing'],1.0,,,Q003448,3,3
241,Q003448.3.4,Enlil[1]DN,{d]}⸢EN⸣.LIL₂.LA₂,Enlil,Enlil,1,DN,"['𒀭', '𒂗', '𒆤', '𒇲']",𒀭𒂗𒆤𒇲,{[d]}⸢EN⸣.LIL₂.LA₂,"['missing', 'damaged', 'complete', 'complete']",0.38,DN,,Q003448,3,4
242,Q003448.3.5,ilāni[god]N,DINGIR.⸢MEŠ,ilāni,ilu,god,N,"['𒀭', '𒎌']",𒀭𒎌,DINGIR.⸢MEŠ⸣,"['complete', 'damaged']",0.25,,,Q003448,3,5
243,Q003448.3.6,mušimmu[one who determines]N$mušimme,mu⸣-ši-⸢me⸣,mušimme,mušimmu,one who determines,N,"['𒈬', '𒅆', '𒈨']",𒈬𒅆𒈨,⸢mu⸣-ši-⸢me⸣,"['damaged', 'complete', 'damaged']",0.33,,,Q003448,3,6
244,Q003448.3.7,šīmāti[fate]N,NAM.MEŠ,šīmāti,šīmtu,fate,N,"['𒉆', '𒎌']",𒉆𒎌,NAM.MEŠ,"['complete', 'complete']",0.0,,,Q003448,3,7
245,Q003448.4.1,Marduk[1]DN,{[d}AMAR.UTU,Marduk,Marduk,1,DN,"['𒀭', '𒀫', '𒌓']",𒀭𒀫𒌓,{[d]}[AMAR].[UTU],"['missing', 'missing', 'missing']",1.0,DN,,Q003448,4,1
246,Q003448.4.2,muštēšir[one who sets straight]N,muš-te]-⸢šir⸣,muštēšir,muštēširu,one who sets straight,N,"['𒈲', '𒋼', '𒋓']",𒈲𒋼𒋓,[muš-te]-⸢šir⸣,"['missing', 'missing', 'damaged']",0.83,,,Q003448,4,2
247,Q003448.4.3,uṣurtu[drawing//plan]N$uṣurāti,GIŠ.HUR,uṣurāti,uṣurtu,plan,N,"['𒄑', '𒄯']",𒄑𒄯,GIŠ.HUR,"['complete', 'complete']",0.0,,,Q003448,4,3
248,Q003448.4.4,bānû[creator]N$bāniʾu,DU₃-ni-u,bāniʾu,bānû,creator,N,"['𒆕', '𒉌', '𒌋']",𒆕𒉌𒌋,DU₃-ni-u,"['complete', 'complete', 'complete']",0.0,,,Q003448,4,4
249,Q003448.4.5,mithurtu[convergence//harmony]N$mithurti,mit-hur-⸢ti⸣,mithurti,mithurtu,harmony,N,"['𒁁', '𒄯', '𒋾']",𒁁𒄯𒋾,mit-hur-⸢ti⸣,"['complete', 'complete', 'damaged']",0.17,,,Q003448,4,5
250,Q003448.4.6,pāqid[carer]N,pa-qid,pāqid,pāqidu,carer,N,"['𒉺', '𒆤']",𒉺𒆤,pa-qid,"['complete', 'complete']",0.0,,,Q003448,4,6
251,Q003448.5.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003448,5,1
252,Q003448.5.2,mukinnu[witness//one who firmly establishes]N$mukīn,mu-⸢u₂-kin⸣,mukīn,mukinnu,one who firmly establishes,N,"['𒈬', '𒌑', '𒆥']",𒈬𒌑𒆥,mu-⸢u₂-kin⸣,"['complete', 'damaged', 'damaged']",0.33,,,Q003448,5,2
253,Q003448.5.3,išdu[foundation]N$išdī,iš-⸢di⸣,išdī,išdu,foundation,N,"['𒅖', '𒁲']",𒅖𒁲,iš-⸢di⸣,"['complete', 'damaged']",0.25,,,Q003448,5,3
254,Q003448.5.4,māti[land]N,KUR,māti,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003448,5,4
255,Q003448.6.1,Nabu[1]DN,{[d}AG,Nabu,Nabu,1,DN,"['𒀭', '𒀝']",𒀭𒀝,{[d]}[AG],"['missing', 'missing']",1.0,DN,,Q003448,6,1
256,Q003448.6.2,tāmih[one who grasps]N,ta-mi-ih],tāmih,tāmihu,one who grasps,N,"['𒋫', '𒈪', '𒄴']",𒋫𒈪𒄴,[ta-mi-ih],"['missing', 'missing', 'missing']",1.0,,,Q003448,6,2
