,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
1173,Q003445.2.1,maddattu[payment]N,ma-da-at-tu,maddattu,maddattu,payment,N,"['𒈠', '𒁕', '𒀜', '𒌅']",𒈠𒁕𒀜𒌅,ma-da-at-tu,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003445,2,1
1174,Q003445.2.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003445,2,2
1175,Q003445.2.3,Kuštašpi[king of Kummuhu]RN,{m}ku-uš-ta-aš₂-pi,Kuštašpi,Kuštašpi,king of Kummuhu,RN,"['𒁹', '𒆪', '𒍑', '𒋫', '𒀾', '𒉿']",𒁹𒆪𒍑𒋫𒀾𒉿,{m}ku-uš-ta-aš₂-pi,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,RN,,Q003445,2,3
1176,Q003445.2.4,Kummuhayu[of Kummuhu]EN$Kummuhaya,{kur}ku-um-mu-ha-a-a,Kummuhaya,Kummuhayu,of Kummuhu,EN,"['𒆳', '𒆪', '𒌝', '𒈬', '𒄩', '𒀀', '𒀀']",𒆳𒆪𒌝𒈬𒄩𒀀𒀀,{KUR}ku-um-mu-ha-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003445,2,4
1177,Q003445.2.5,"Rahianu[Rezin, king of Damascus]RN",{m}ra-hi-a-nu,Rahianu,Rahianu,"Rezin, king of Damascus",RN,"['𒁹', '𒊏', '𒄭', '𒀀', '𒉡']",𒁹𒊏𒄭𒀀𒉡,{m}ra-hi-a-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,RN,,Q003445,2,5
1178,Q003445.2.6,Ša-imerišuaya[of Damascus]EN,{kur}ša-ANŠE.NITA₂.MEŠ-šu-a-a,Ša-imerišuaya,Ša-imerišayu,of Damascus,EN,"['𒆳', '𒊭', '𒀲', '𒀴', '𒎌', '𒋗', '𒀀', '𒀀']",𒆳𒊭𒀲𒀴𒎌𒋗𒀀𒀀,{KUR}ša-ANŠE.NITA₂.MEŠ-šu-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003445,2,6
1179,Q003445.3.1,"Menaheme[Menahem, king of Israel]RN$Menihimme",{m}me-ni-hi-me,Menihimme,Menaheme,"Menahem, king of Israel",RN,"['𒁹', '𒈨', '𒉌', '𒄭', '𒈨']",𒁹𒈨𒉌𒄭𒈨,{m}me-ni-hi-me,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,RN,,Q003445,3,1
1180,Q003445.3.2,Samerinayu[of Samaria]EN$Samerinaya,{uru}sa-me-ri-i-na-a-a,Samerinaya,Samerinayu,of Samaria,EN,"['𒌷', '𒊓', '𒈨', '𒊑', '𒄿', '𒈾', '𒀀', '𒀀']",𒌷𒊓𒈨𒊑𒄿𒈾𒀀𒀀,{URU}sa-me-ri-i-na-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003445,3,2
1181,Q003445.3.3,"Hirummu[Hiram, king of Tyre]RN",{m}hi-ru-um-mu,Hirummu,Hi-rumu,"Hiram, king of Tyre",RN,"['𒁹', '𒄭', '𒊒', '𒌝', '𒈬']",𒁹𒄭𒊒𒌝𒈬,{m}hi-ru-um-mu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,RN,,Q003445,3,3
1182,Q003445.3.4,Ṣurrayu[of Tyre]EN$Ṣurraya,{uru}ṣur-ra-a-a,Ṣurraya,Ṣurrayu,of Tyre,EN,"['𒌷', '𒀫', '𒊏', '𒀀', '𒀀']",𒌷𒀫𒊏𒀀𒀀,{URU}ṣur-ra-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003445,3,4
