,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
14170,Q003463.4.1,Unqi[1]GN,{[kur}un-qi,Unqi,Unqi,1,GN,"['𒆳', '𒌦', '𒆥']",𒆳𒌦𒆥,{[KUR]}[un-qi],"['missing', 'missing', 'missing']",1.0,GN,,Q003463,4,1
14171,Q003463.4.2,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,Q003463,4,2
14172,Q003463.4.3,pāṭ[border]N,paṭ,pāṭ,pāṭu,border,N,['𒉻'],𒉻,[paṭ],['missing'],1.0,,,Q003463,4,3
14173,Q003463.4.4,gimriša[all]N,gim-ri-ša₂,gimriša,gimru,all,N,"['𒁶', '𒊑', '𒃻']",𒁶𒊑𒃻,[gim-ri-ša₂],"['missing', 'missing', 'missing']",1.0,,,Q003463,4,4
14174,Q003463.4.5,akšud[conquer]V,ak-šud,akšud,kašādu,conquer,V,"['𒀝', '𒋤']",𒀝𒋤,[ak-šud],"['missing', 'missing']",1.0,,,Q003463,4,5
14175,Q003463.4.6,n,20,,,,n,['𒎙'],𒎙,[20],['missing'],1.0,NUMBER,,Q003463,4,6
14176,Q003463.4.7,bilat[talent]N,GUN,bilat,biltu,talent,N,['𒄘𒌦'],𒄘𒌦,[GUN],['missing'],1.0,,,Q003463,4,7
14177,Q003463.4.8,hurāṣu[gold]N,KU₃.GI,hurāṣu,hurāṣu,gold,N,"['𒆬', '𒄀']",𒆬𒄀,[KU₃].[GI],"['missing', 'missing']",1.0,,,Q003463,4,8
14178,Q003463.4.9,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003463,4,9
14179,Q003463.4.10,makkūru[property]N$,NIG₂.GA,makkūru,makkūru,property,N,"['𒃻', '𒂵']",𒃻𒂵,NIG₂.GA,"['complete', 'complete']",0.0,,,Q003463,4,10
14180,Q003463.4.11,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003463,4,11
14181,Q003463.4.12,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,Q003463,4,12
14182,Q003463.4.13,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,[KUR],['missing'],1.0,,,Q003463,4,13
14183,Q003463.4.14,Aššur[Assyria]GN,aš-šur{ki},Aššur,Aššur,Assyria,GN,"['𒀸', '𒋩', '𒆠']",𒀸𒋩𒆠,[aš-šur]{[KI]},"['missing', 'missing', 'missing']",1.0,GN,,Q003463,4,14
14184,Q003463.4.15,ūrâ[bring]V,u₂-ra-a],ūrâ,warû,bring,V,"['𒌑', '𒊏', '𒀀']",𒌑𒊏𒀀,[u₂-ra-a],"['missing', 'missing', 'missing']",1.0,,,Q003463,4,15
14185,Q003463.5.1,Unqi[1]GN,{[kur}un-qi,Unqi,Unqi,1,GN,"['𒆳', '𒌦', '𒆥']",𒆳𒌦𒆥,{[KUR]}[un-qi],"['missing', 'missing', 'missing']",1.0,GN,,Q003463,5,1
14186,Q003463.5.2,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,Q003463,5,2
14187,Q003463.5.3,miṣir[border]N,mi-ṣir,miṣir,miṣru,border,N,"['𒈪', '𒈲']",𒈪𒈲,[mi-ṣir],"['missing', 'missing']",1.0,,,Q003463,5,3
14188,Q003463.5.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,[KUR],['missing'],1.0,,,Q003463,5,4
14189,Q003463.5.5,Aššur[Assyria]GN,aš-šur{ki},Aššur,Aššur,Assyria,GN,"['𒀸', '𒋩', '𒆠']",𒀸𒋩𒆠,[aš-šur]{[KI]},"['missing', 'missing', 'missing']",1.0,GN,,Q003463,5,5
14190,Q003463.5.6,uterra[return]V,u₂-ter-ra],uterra,târu,return,V,"['𒌑', '𒌁', '𒊏']",𒌑𒌁𒊏,[u₂-ter-ra],"['missing', 'missing', 'missing']",1.0,,,Q003463,5,6
14191,Q003463.5.7,šūt[who(m)]DET,{lu₂}šu-ut,šūt,šūt,who(m),DET,"['𒇽', '𒋗', '𒌓']",𒇽𒋗𒌓,{LU₂}šu-ut,"['complete', 'complete', 'complete']",0.0,,,Q003463,5,7
14192,Q003463.5.8,rēšiya[head]N,⸢SAG⸣-[ia,rēšiya,rēšu,head,N,"['𒊕', '𒅀']",𒊕𒅀,⸢SAG⸣-[ia],"['damaged', 'missing']",0.75,,,Q003463,5,8
14193,Q003463.5.9,bēlu[lord]N$bēl&pīhātu[post//province]N'N$pīhāti,{lu₂}EN.NAM,bēl,bēlu,lord,N,"['𒇽', '𒂗', '𒉆']",𒇽𒂗𒉆,{[LU₂]}[EN].[NAM],"['missing', 'missing', 'missing']",1.0,,,Q003463,5,9
14194,Q003463.5.9,bēlu[lord]N$bēl&pīhātu[post//province]N'N$pīhāti,{lu₂}EN.NAM,pīhāti,pīhātu,province,N,"['𒇽', '𒂗', '𒉆']",𒇽𒂗𒉆,{[LU₂]}[EN].[NAM],"['missing', 'missing', 'missing']",1.0,,,Q003463,5,9
14195,Q003463.5.10,elišunu[over]PRP,UGU-šu₂-nu,elišunu,eli,over,PRP,"['𒌋𒅗', '𒋙', '𒉡']",𒌋𒅗𒋙𒉡,[UGU-šu₂-nu],"['missing', 'missing', 'missing']",1.0,,,Q003463,5,10
14196,Q003463.5.11,aškun[place]V +.,aš₂-kun],aškun,šakānu,place,V,"['𒀾', '𒆲']",𒀾𒆲,[aš₂-kun],"['missing', 'missing']",1.0,,,Q003463,5,11
14197,Q003463.8.1,Hatarikka[1]SN,{[uru}ha-ta-rik-ka,Hatarikka,Hatarikka,1,SN,"['𒌷', '𒄩', '𒋫', '𒋆', '𒅗']",𒌷𒄩𒋫𒋆𒅗,{[URU]}[ha-ta-rik-ka],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,,,Q003463,8,1
14198,Q003463.8.2,adi[to]PRP,a-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,[a-di],"['missing', 'missing']",1.0,,,Q003463,8,2
14199,Q003463.8.3,Saue[Mount Saue]GN,{kur}sa-u₂-e,Saue,Saue,Mount Saue,GN,"['𒆳', '𒊓', '𒌑', '𒂊']",𒆳𒊓𒌑𒂊,{[KUR]}[sa-u₂-e],"['missing', 'missing', 'missing', 'missing']",1.0,GN,,Q003463,8,3
14200,Q003463.8.4,šadî[mountain]N,KUR-i,šadî,šadû,mountain,N,"['𒆳', '𒄿']",𒆳𒄿,[KUR-i],"['missing', 'missing']",1.0,,,Q003463,8,4
14201,Q003463.8.5,Kašpuna[]SN$,{uru]}⸢ka⸣-aš₂-pu-u₂-na,Kašpuna,Kašpuna,1,SN,"['𒌷', '𒅗', '𒀾', '𒁍', '𒌑', '𒈾']",𒌷𒅗𒀾𒁍𒌑𒈾,{[URU]}⸢ka⸣-aš₂-pu-u₂-na,"['missing', 'damaged', 'complete', 'complete', 'complete', 'complete']",0.25,,,Q003463,8,5
14202,Q003463.8.6,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003463,8,6
