,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
8837,Q003462.3.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003462,3,1
8838,Q003462.3.2,dabdâšu[defeat]N,BAD₅.BAD₅-šu₂,dabdâšu,dabdû,defeat,N,"['𒅆', '𒅆', '𒋙']",𒅆𒅆𒋙,[BAD₅].[BAD₅-šu₂],"['missing', 'missing', 'missing']",1.0,,,Q003462,3,2
8839,Q003462.3.3,amhaṣma[fight]V,SIG₃-ma,amhaṣma,mahāṣu,fight,V,"['𒉺', '𒈠']",𒉺𒈠,[SIG₃-ma],"['missing', 'missing']",1.0,,,Q003462,3,3
8840,Q003462.3.4,ana[for]PRP,ana],ana,ana,for,PRP,['𒁹'],𒁹,[ana],['missing'],1.0,,,Q003462,3,4
8841,Q003462.3.5,lā[not]MOD,⸢la⸣,lā,lā,not,MOD,['𒆷'],𒆷,⸢la⸣,['damaged'],0.5,,,Q003462,3,5
8842,Q003462.3.6,manû[count//counting]V'N$manê,ma-ne₂-⸢e⸣,manê,manû,counting,V,"['𒈠', '𒉌', '𒂊']",𒈠𒉌𒂊,ma-ne₂-⸢e⸣,"['complete', 'complete', 'damaged']",0.17,,,Q003462,3,6
8843,Q003462.3.7,naphar[entirety]N,[nap-har,naphar,napharu,entirety,N,"['𒀮', '𒄯']",𒀮𒄯,[nap-har],"['missing', 'missing']",1.0,,,Q003462,3,7
8844,Q003462.3.8,karāšišu[military camp]N,KARAŠ-šu₂,karāšišu,karāšu,military camp,N,"['𒆠𒆘', '𒋙']",𒆠𒆘𒋙,[KARAŠ-šu₂],"['missing', 'missing']",1.0,,,Q003462,3,8
8845,Q003462.3.9,ēkimšu[take away]V,e-kim-šu₂],ēkimšu,ekēmu,take away,V,"['𒂊', '𒁶', '𒋙']",𒂊𒁶𒋙,[e-kim-šu₂],"['missing', 'missing', 'missing']",1.0,,,Q003462,3,9
8846,Q003462.4.1,namurrat[awe-inspiring radiance]N,[na-mur-rat,namurrat,namurratu,awe-inspiring radiance,N,"['𒈾', '𒄯', '𒋥']",𒈾𒄯𒋥,[na-mur-rat],"['missing', 'missing', 'missing']",1.0,,,Q003462,4,1
8847,Q003462.4.2,kakkīya[weapon]N,{giš}TUKUL.MEŠ-ia,kakkīya,kakku,weapon,N,"['𒄑', '𒆪', '𒎌', '𒅀']",𒄑𒆪𒎌𒅀,{[GIŠ]}[TUKUL].[MEŠ-ia],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q003462,4,2
8848,Q003462.4.3,iplahma[be(come) afraid]V,ip-lah₃-ma,iplahma,palāhu,be(come) afraid,V,"['𒅁', '𒈛', '𒈠']",𒅁𒈛𒈠,[ip-lah₃-ma],"['missing', 'missing', 'missing']",1.0,,,Q003462,4,3
8849,Q003462.4.4,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,Q003462,4,4
8850,Q003462.4.5,šūzub[saving]'N,šu-zu-ub,šūzub,ezēbu,saving,V,"['𒋗', '𒍪', '𒌒']",𒋗𒍪𒌒,[šu-zu-ub],"['missing', 'missing', 'missing']",1.0,,,Q003462,4,5
8851,Q003462.4.6,napšātišu[life]N,ZI.MEŠ-šu₂,napšātišu,napištu,life,N,"['𒍣', '𒎌', '𒋙']",𒍣𒎌𒋙,[ZI].[MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,,,Q003462,4,6
8852,Q003462.4.7,ina[on]PRP,ina,ina,ina,on,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,Q003462,4,7
8853,Q003462.4.8,urīti[mare]N,MUNUS.ANŠE.KUR.RA],urīti,urītu,mare,N,"['𒊩', '𒀲', '𒆳', '𒊏']",𒊩𒀲𒆳𒊏,[MUNUS].[ANŠE].[KUR].[RA],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q003462,4,8
8854,Q003462.4.9,irkamma[ride]V,⸢U₅⸣-ma,irkamma,rakābu,ride,V,"['U₅', '𒈠']",U₅𒈠,⸢U₅⸣-ma,"['damaged', 'complete']",0.25,,,Q003462,4,9
8855,Q003462.4.10,ana[to]PRP,<ana>,ana,ana,to,PRP,['𒁹'],𒁹,ana,['complete'],0.0,,,Q003462,4,10
8856,Q003462.4.11,Sizir[Mount Sizir]GN$,{kur}si-zi-ir,Sizir,Sizir,Mount Sizir,GN,"['𒆳', '𒋛', '𒍣', '𒅕']",𒆳𒋛𒍣𒅕,{KUR}si-zi-ir,"['complete', 'complete', 'complete', 'complete']",0.0,GN,,Q003462,4,11
8857,Q003462.4.12,šadî[mountain]N,KUR-i,šadî,šadû,mountain,N,"['𒆳', '𒄿']",𒆳𒄿,KUR-i,"['complete', 'complete']",0.0,,,Q003462,4,12
8858,Q003462.4.13,marṣu[difficult]AJ,[mar-ṣu,marṣu,marṣu,difficult,AJ,"['𒈥', '𒍮']",𒈥𒍮,[mar-ṣu],"['missing', 'missing']",1.0,,,Q003462,4,13
8859,Q003462.4.14,mušītiš[during the night-time]AV$,mu-ši-tiš₂,mušītiš,mušītiš,during the night-time,AV,"['𒈬', '𒅆', '𒌨']",𒈬𒅆𒌨,[mu-ši-tiš₂],"['missing', 'missing', 'missing']",1.0,,,Q003462,4,14
