,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
2379,Q003444.2.1,u,[...]-⸢ni⸣,,,,u,"['x', '𒉌']",x𒉌,[x]⸢ni⸣,"['missing', 'damaged']",0.75,,,Q003444,2,1
2380,Q003444.2.2,kilallān[both]IP$kilallīššunu,ki-lal-li-šu-nu,kilallīššunu,kilallān,both,IP,"['𒆠', '𒇲', '𒇷', '𒋗', '𒉡']",𒆠𒇲𒇷𒋗𒉡,ki-lal-li-šu-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,2,2
2381,Q003444.3.1,ālāni[city]N,URU.MEŠ-ni,ālāni,ālu,city,N,"['𒌷', '𒎌', '𒉌']",𒌷𒎌𒉌,URU.MEŠ-ni,"['complete', 'complete', 'complete']",0.0,,,Q003444,3,1
2382,Q003444.3.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003444,3,2
2383,Q003444.3.3,sihirtu[circumference//surroundings]N$sihirtišunu,si-hir-ti-šu₂-nu,sihirtišunu,sihirtu,surroundings,N,"['𒋛', '𒆟', '𒋾', '𒋙', '𒉡']",𒋛𒆟𒋾𒋙𒉡,si-hir-ti-šu₂-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,3,3
2384,Q003444.3.4,Sarbua[Mount Sarbua]GN$,{kur}sa-ar-bu-u₂-a,Sarbua,Sarbua,Mount Sarbua,GN,"['𒆳', '𒊓', '𒅈', '𒁍', '𒌑', '𒀀']",𒆳𒊓𒅈𒁍𒌑𒀀,{KUR}sa-ar-bu-u₂-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,GN,,Q003444,3,4
2385,Q003444.3.5,šadû[mountain]N,KUR-u₂,šadû,šadû,mountain,N,"['𒆳', '𒌑']",𒆳𒌑,KUR-u₂,"['complete', 'complete']",0.0,,,Q003444,3,5
2386,Q003444.3.6,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003444,3,6
2387,Q003444.3.7,gimirtu[totality]N$gimirtišu,gi-mir-ti-šu₂,gimirtišu,gimirtu,totality,N,"['𒄀', '𒂇', '𒋾', '𒋙']",𒄀𒂇𒋾𒋙,gi-mir-ti-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,3,7
2388,Q003444.4.1,Ašhani[]SN$,{uru}aš₂-ha-ni,Ašhani,Ašhani,1,SN,"['𒌷', '𒀾', '𒄩', '𒉌']",𒌷𒀾𒄩𒉌,{URU}aš₂-ha-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,4,1
2389,Q003444.4.2,Yaṭabi[]SN$,{uru}ia-ṭa-bi,Yaṭabi,Yaṭabi,1,SN,"['𒌷', '𒅀', '𒁕', '𒁉']",𒌷𒅀𒁕𒁉,{URU}ia-ṭa-bi,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,4,2
2390,Q003444.4.3,Yaraqu[Mount Yaraqu]GN$,{kur}ia-ra-qu,Yaraqu,Yaraqu,Mount Yaraqu,GN,"['𒆳', '𒅀', '𒊏', '𒄣']",𒆳𒅀𒊏𒄣,{KUR}ia-ra-qu,"['complete', 'complete', 'complete', 'complete']",0.0,GN,,Q003444,4,3
2391,Q003444.4.4,šadû[mountain]N,KUR-u₂,šadû,šadû,mountain,N,"['𒆳', '𒌑']",𒆳𒌑,KUR-u₂,"['complete', 'complete']",0.0,,,Q003444,4,4
2392,Q003444.4.5,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003444,4,5
2393,Q003444.4.6,gimirtu[totality]N$gimirtišu,gi-mir-ti-šu₂,gimirtišu,gimirtu,totality,N,"['𒄀', '𒂇', '𒋾', '𒋙']",𒄀𒂇𒋾𒋙,gi-mir-ti-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,4,6
2394,Q003444.4.7,u,x-[x]-ri,,,,u,"['x', 'x', '𒊑']",xx𒊑,x-[x]-ri,"['complete', 'missing', 'complete']",0.33,,,Q003444,4,7
2395,Q003444.5.1,Ellitarbi[]SN$,{uru}el-li-ta-ar-bi,Ellitarbi,Ellitarbi,1,SN,"['𒌷', '𒂖', '𒇷', '𒋫', '𒅈', '𒁉']",𒌷𒂖𒇷𒋫𒅈𒁉,{URU}el-li-ta-ar-bi,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,5,1
2396,Q003444.5.2,Zitanu[]SN$,{uru}zi-ta-a-nu,Zitanu,Zitanu,1,SN,"['𒌷', '𒍣', '𒋫', '𒀀', '𒉡']",𒌷𒍣𒋫𒀀𒉡,{URU}zi-ta-a-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003444,5,2
