,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
1392,Q006331.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,2,1
1393,Q006331.2.2,nišī[people]N,UN.MEŠ,nišī,nišu,people,N,"['𒌦', '𒎌']",𒌦𒎌,UN.MEŠ,"['complete', 'complete']",0.0,,,Q006331,2,2
1394,Q006331.2.3,ana[to]PRP,[a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,Q006331,2,3
1395,Q006331.2.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,[KUR],['missing'],1.0,,,Q006331,2,4
1396,Q006331.2.5,Aššur[Assyria]GN,aš-šur{ki},Aššur,Aššur,Assyria,GN,"['𒀸', '𒋩', '𒆠']",𒀸𒋩𒆠,[aš-šur]{[KI]},"['missing', 'missing', 'missing']",1.0,GN,,Q006331,2,5
1397,Q006331.2.6,ūrâ[lead]V,u₂]-ra-[a,ūrâ,warû,lead,V,"['𒌑', '𒊏', '𒀀']",𒌑𒊏𒀀,[u₂]-ra-[a],"['missing', 'complete', 'missing']",0.67,,,Q006331,2,6
1398,Q006331.2.7,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,2,7
1399,Q006331.3.1,u +.+. .,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,3,1
1400,Q006331.3.2,ina[during]PRP,ina,ina,ina,during,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,Q006331,3,2
1401,Q006331.3.3,n,3,,,,n,['𒐈'],𒐈,[3],['missing'],1.0,NUMBER,,Q006331,3,3
1402,Q006331.3.4,palêya[regnal year]N,BALA].MEŠ-ia,palêya,palû,regnal year,N,"['𒁄', '𒎌', '𒅀']",𒁄𒎌𒅀,[BALA].MEŠ-ia,"['missing', 'complete', 'complete']",0.33,,,Q006331,3,4
1403,Q006331.3.5,Aššur[1]DN,[aš-šur,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,[aš-šur],"['missing', 'missing']",1.0,DN,,Q006331,3,5
1404,Q006331.3.6,bēlī[lord]N,be-li₂,bēlī,bēlu,lord,N,"['𒁁', '𒉌']",𒁁𒉌,[be-li₂],"['missing', 'missing']",1.0,,,Q006331,3,6
1405,Q006331.3.7,utakkilannima[entrust]V,u₂-tak-kil]-an-⸢ni⸣-[ma,utakkilannima,takālu,entrust,V,"['𒌑', '𒋳', '𒆸', '𒀭', '𒉌', '𒈠']",𒌑𒋳𒆸𒀭𒉌𒈠,[u₂-tak-kil]-an-⸢ni⸣-[ma],"['missing', 'missing', 'missing', 'complete', 'damaged', 'missing']",0.75,,,Q006331,3,7
1406,Q006331.3.8,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,3,8
1407,Q006331.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,4,1
1408,Q006331.4.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q006331,4,2
1409,Q006331.4.3,u,ba-ʾa-[...],,,,u,"['𒁀', '𒀪', 'x']",𒁀𒀪x,ba-ʾa-[x],"['complete', 'complete', 'missing']",0.33,,,Q006331,4,3
1410,Q006331.4.4,u,⸢e,,,,u,['𒂊'],𒂊,⸢e⸣,['damaged'],0.5,,,Q006331,4,4
1411,Q006331.4.5,u,ma⸣,,,,u,['𒈠'],𒈠,⸢ma⸣,['damaged'],0.5,,,Q006331,4,5
1412,Q006331.4.6,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,4,6
1413,Q006331.4.7,u,⸢ti⸣,,,,u,['𒋾'],𒋾,⸢ti⸣,['damaged'],0.5,,,Q006331,4,7
1414,Q006331.4.8,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,4,8
1415,Q006331.4.9,u,DIŠ,,,,u,['𒁹'],𒁹,DIŠ,['complete'],0.0,,,Q006331,4,9
1416,Q006331.4.10,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,4,10
1417,Q006331.5.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,5,1
1418,Q006331.5.2,Sulumal[king of Melid]RN,{m}su-lu-ma-al,Sulumal,Sulumal,king of Melid,RN,"['𒁹', '𒋢', '𒇻', '𒈠', '𒀠']",𒁹𒋢𒇻𒈠𒀠,{[m]}[su-lu-ma-al],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,RN,,Q006331,5,2
1419,Q006331.5.3,Meliddaya[of Melid]EN,{kur}me-lid]-⸢da⸣-a-⸢a⸣,Meliddaya,Meliddayu,of Melid,EN,"['𒆳', '𒈨', '𒀖', '𒁕', '𒀀', '𒀀']",𒆳𒈨𒀖𒁕𒀀𒀀,{[KUR]}[me-lid]-⸢da⸣-a-⸢a⸣,"['missing', 'missing', 'missing', 'damaged', 'complete', 'damaged']",0.67,,,Q006331,5,3
1420,Q006331.5.4,Tarhu-lara[king of Gurgum]RN,{m}ta-ar-hu-la-⸢ra⸣,Tarhu-lara,Tarhu-lara,king of Gurgum,RN,"['𒁹', '𒋫', '𒅈', '𒄷', '𒆷', '𒊏']",𒁹𒋫𒅈𒄷𒆷𒊏,{m}ta-ar-hu-la-⸢ra⸣,"['complete', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.08,RN,,Q006331,5,4
1421,Q006331.5.5,Gurgumaya[of Gurgum]EN,{[kur}gur₂-gu]-ma-a-a,Gurgumaya,Gurgumayu,of Gurgum,EN,"['𒆳', '𒃵', '𒄖', '𒈠', '𒀀', '𒀀']",𒆳𒃵𒄖𒈠𒀀𒀀,{[KUR]}[gur₂-gu]-ma-a-a,"['missing', 'missing', 'missing', 'complete', 'complete', 'complete']",0.5,,,Q006331,5,5
1422,Q006331.5.6,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,5,6
1423,Q006331.6.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,6,1
1424,Q006331.6.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q006331,6,2
1425,Q006331.6.3,mātitān[all countries//in all lands]N'AV$,⸢ma⸣-ti-tan,mātitān,mātitān,in all lands,N,"['𒈠', '𒋾', '𒆗']",𒈠𒋾𒆗,⸢ma⸣-ti-tan,"['damaged', 'complete', 'complete']",0.17,,,Q006331,6,3
1426,Q006331.6.4,ana[to]PRP,a-⸢na⸣,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,,,Q006331,6,4
1427,Q006331.6.5,emūq[strength]N,e-muq,emūq,emūqu,strength,N,"['𒂊', '𒈮']",𒂊𒈮,e-muq,"['complete', 'complete']",0.0,,,Q006331,6,5
1428,Q006331.6.6,ahāmeš[one another]RP,a-⸢ha⸣-meš,ahāmeš,ahāmiš,one another,RP,"['𒀀', '𒄩', '𒎌']",𒀀𒄩𒎌,a-⸢ha⸣-meš,"['complete', 'damaged', 'complete']",0.17,,,Q006331,6,6
1429,Q006331.6.7,ittaklū[trust]V,[it-tak-lu,ittaklū,takālu,trust,V,"['𒀉', '𒋳', '𒇻']",𒀉𒋳𒇻,[it-tak-lu],"['missing', 'missing', 'missing']",1.0,,,Q006331,6,7
1430,Q006331.6.8,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,6,8
1431,Q006331.7.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,7,1
1432,Q006331.7.2,ina[with]PRP,ina],ina,ina,with,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,Q006331,7,2
1433,Q006331.7.3,līti[victory]N,li-i-ti,līti,lītu,victory,N,"['𒇷', '𒄿', '𒋾']",𒇷𒄿𒋾,li-i-ti,"['complete', 'complete', 'complete']",0.0,,,Q006331,7,3
1434,Q006331.7.4,u[and]CNJ,u₃,u,u,and,CNJ,['𒅇'],𒅇,u₃,['complete'],0.0,,,Q006331,7,4
1435,Q006331.7.5,danānu[power//might]N$danāni,da-⸢na-ni⸣,danāni,danānu,might,N,"['𒁕', '𒈾', '𒉌']",𒁕𒈾𒉌,da-⸢na-ni⸣,"['complete', 'damaged', 'damaged']",0.33,,,Q006331,7,5
1436,Q006331.7.6,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q006331,7,6
1437,Q006331.7.7,Aššur[1]DN,aš-⸢šur⸣,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,aš-⸢šur⸣,"['complete', 'damaged']",0.25,DN,,Q006331,7,7
1438,Q006331.7.8,bēliya[lord]N,EN-⸢ia⸣,bēliya,bēlu,lord,N,"['𒂗', '𒅀']",𒂗𒅀,EN-⸢ia⸣,"['complete', 'damaged']",0.25,,,Q006331,7,8
1439,Q006331.7.9,ittišunu[with]PRP,it-⸢ti⸣-[šu₂-nu,ittišunu,itti,with,PRP,"['𒀉', '𒋾', '𒋙', '𒉡']",𒀉𒋾𒋙𒉡,it-⸢ti⸣-[šu₂-nu],"['complete', 'damaged', 'missing', 'missing']",0.62,,,Q006331,7,9
1440,Q006331.7.10,mahāṣu[beat//fight]V$amdahiṣ,am-da-hi-iṣ,amdahiṣ,mahāṣu,fight,V,"['𒄠', '𒁕', '𒄭', '𒄑']",𒄠𒁕𒄭𒄑,[am-da-hi-iṣ],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q006331,7,10
1441,Q006331.7.11,dīktašunu[defeat]N,di-ik-ta-šu₂-nu,dīktašunu,dīktu,defeat,N,"['𒁲', '𒅅', '𒋫', '𒋙', '𒉡']",𒁲𒅅𒋫𒋙𒉡,[di-ik-ta-šu₂-nu],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,,,Q006331,7,11
1442,Q006331.7.12,dâku[kill//defeat]V$adūk,a-duk,adūk,dâku,defeat,V,"['𒀀', '𒂁']",𒀀𒂁,[a-duk],"['missing', 'missing']",1.0,,,Q006331,7,12
1443,Q006331.7.13,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,7,13
1444,Q006331.8.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,8,1
1445,Q006331.8.2,qurādu[hero//warrior]N$qurādīšunu,{lu₂}qu-ra-di]-⸢šu₂⸣-nu,qurādīšunu,qurādu,warrior,N,"['𒇽', '𒄣', '𒊏', '𒁲', '𒋙', '𒉡']",𒇽𒄣𒊏𒁲𒋙𒉡,{[LU₂]}[qu-ra-di]-⸢šu₂⸣-nu,"['missing', 'missing', 'missing', 'missing', 'damaged', 'complete']",0.75,,,Q006331,8,2
1446,Q006331.8.3,adūk[kill]V,⸢a⸣-duk,adūk,dâku,defeat,V,"['𒀀', '𒂁']",𒀀𒂁,⸢a⸣-duk,"['damaged', 'complete']",0.25,,,Q006331,8,3
1447,Q006331.8.4,hurrī[ravine]N,hur-ri,hurrī,hurru,ravine,N,"['𒄯', '𒊑']",𒄯𒊑,hur-ri,"['complete', 'complete']",0.0,,,Q006331,8,4
1448,Q006331.8.5,natbāk[(mountain) gully]N,na-at-bak,natbāk,natbāku,(mountain) gully,N,"['𒈾', '𒀜', '𒄷']",𒈾𒀜𒄷,na-at-bak,"['complete', 'complete', 'complete']",0.0,,,Q006331,8,5
1449,Q006331.8.6,šadî[mountain]N,KUR-i,šadî,šadû,mountain,N,"['𒆳', '𒄿']",𒆳𒄿,KUR-i,"['complete', 'complete']",0.0,,,Q006331,8,6
1450,Q006331.8.7,malû[be(come) full//fill (up)]V$umallišunūti,u₂-mal-li-šu₂-nu-ti,umallišunūti,malû,fill (up),V,"['𒌑', '𒂷', '𒇷', '𒋙', '𒉡', '𒋾']",𒌑𒂷𒇷𒋙𒉡𒋾,u₂-mal-li-šu₂-nu-ti,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q006331,8,7
1451,Q006331.8.8,narkabtu[chariot]N$narkabātišunu,{giš}GIGIR.⸢MEŠ⸣-[šu₂-nu,narkabātišunu,narkabtu,chariot,N,"['𒄑', '𒇀', '𒎌', '𒋙', '𒉡']",𒄑𒇀𒎌𒋙𒉡,{GIŠ}GIGIR.⸢MEŠ⸣-[šu₂-nu],"['complete', 'complete', 'damaged', 'missing', 'missing']",0.5,,,Q006331,8,8
1452,Q006331.8.9,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,8,9
1453,Q006331.9.1,u,[...]-šu₂-nu,,,,u,"['x', '𒋙', '𒉡']",x𒋙𒉡,[x]šu₂-nu,"['missing', 'complete', 'complete']",0.33,,,Q006331,9,1
1454,Q006331.9.2,ana[for]PRP,a-na,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q006331,9,2
1455,Q006331.9.3,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,la,['complete'],0.0,,,Q006331,9,3
1456,Q006331.9.4,māni[counting]N,ma-ni,māni,mānu,counting,N,"['𒈠', '𒉌']",𒈠𒉌,ma-ni,"['complete', 'complete']",0.0,,,Q006331,9,4
1457,Q006331.9.5,alqâ[take]V +.+. .,⸢al⸣-qa-a,alqâ,leqû,take,V,"['𒀠', '𒋡', '𒀀']",𒀠𒋡𒀀,⸢al⸣-qa-a,"['damaged', 'complete', 'complete']",0.17,,,Q006331,9,5
1458,Q006331.9.6,ina[in]PRP,i-na,ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,i-na,"['complete', 'complete']",0.0,,,Q006331,9,6
1459,Q006331.9.7,qabal[centre]N,MURUB₄,qabal,qablu,centre,N,['𒉠'],𒉠,MURUB₄,['complete'],0.0,,,Q006331,9,7
1460,Q006331.9.8,tidūku[battle]N$tidūkima,ti-du-ki-ma,tidūkima,tidūku,battle,N,"['𒋾', '𒁺', '𒆠', '𒈠']",𒋾𒁺𒆠𒈠,ti-du-ki-ma,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q006331,9,8
1461,Q006331.9.9,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q006331,9,9
1462,Q006331.9.10,"Sarduri[Sarduri II, king of Urarṭu]RN",{[m]}⸢sa-ar⸣-du-ri,Sarduri,Ištar-duri,"Sarduri II, king of Urarṭu",RN,"['𒁹', '𒊓', '𒅈', '𒁺', '𒊑']",𒁹𒊓𒅈𒁺𒊑,{[m]}⸢sa-ar⸣-du-ri,"['missing', 'damaged', 'damaged', 'complete', 'complete']",0.4,RN,,Q006331,9,10
1463,Q006331.9.11,u,DIŠ,,,,u,['𒁹'],𒁹,DIŠ,['complete'],0.0,,,Q006331,9,11
1464,Q006331.9.12,u,GIŠ,,,,u,['𒄑'],𒄑,GIŠ,['complete'],0.0,,,Q006331,9,12
1465,Q006331.9.13,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,9,13
1466,Q006331.10.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q006331,10,1
1467,Q006331.10.2,ina[in]PRP,ina],ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,Q006331,10,2
1468,Q006331.10.3,qātī[hand]N,ŠU.⸢II⸣,qātī,qātu,hand,N,"['𒋗', '𒅀']",𒋗𒅀,ŠU.⸢II⸣,"['complete', 'damaged']",0.25,,,Q006331,10,3
1469,Q006331.10.4,ṣabātu[seize]V$uṣabbit,u₂-ṣab-bit,uṣabbit,ṣabātu,seize,V,"['𒌑', '𒂟', '𒂍']",𒌑𒂟𒂍,u₂-ṣab-bit,"['complete', 'complete', 'complete']",0.0,,,Q006331,10,4
1470,Q006331.10.5,n,70,,,,n,['𒐕𒌋'],𒐕𒌋,70,['complete'],0.0,NUMBER,,Q006331,10,5
1471,Q006331.10.6,līm[thousand]NU,LIM,līm,līm,thousand,NU,['𒅆'],𒅆,LIM,['complete'],0.0,,,Q006331,10,6
1472,Q006331.10.7,n,2,,,,n,['𒈫'],𒈫,2,['complete'],0.0,NUMBER,,Q006331,10,7
