,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
8755,Q003451.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,2,1
8756,Q003451.2.2,u,⸢am⸣,,,,u,['𒄠'],𒄠,⸢am⸣,['damaged'],0.5,,,Q003451,2,2
8757,Q003451.2.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,2,3
8758,Q003451.3.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,3,1
8759,Q003451.3.2,Namri[]GN$,{kur]}nam-[ri,Namri,Namri,1,GN,"['𒆳', '𒉆', '𒊑']",𒆳𒉆𒊑,{[KUR]}nam-[ri],"['missing', 'complete', 'missing']",0.67,GN,,Q003451,3,2
8760,Q003451.3.3,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,3,3
8761,Q003451.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,4,1
8762,Q003451.4.2,adi[to]PRP,⸢a⸣-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,⸢a⸣-di,"['damaged', 'complete']",0.25,,,Q003451,4,2
8763,Q003451.4.3,u,{⸢kur⸣}[...],,,,u,"['𒆳', 'x']",𒆳x,{⸢KUR⸣}[x],"['damaged', 'missing']",0.75,,,Q003451,4,3
8764,Q003451.5.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,5,1
8765,Q003451.5.2,Ṣibur[1]SN,{uru]}⸢ṣi⸣-bu-ur,Ṣibur,Ṣibar,1,SN,"['𒌷', '𒍢', '𒁍', '𒌨']",𒌷𒍢𒁍𒌨,{[URU]}⸢ṣi⸣-bu-ur,"['missing', 'damaged', 'complete', 'complete']",0.38,,,Q003451,5,2
8766,Q003451.5.3,u,{⸢uru⸣}[...],,,,u,"['𒌷', 'x']",𒌷x,{⸢URU⸣}[x],"['damaged', 'missing']",0.75,,,Q003451,5,3
8767,Q003451.6.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,6,1
8768,Q003451.6.2,Niqqu[]SN$,{uru}niq-qu],Niqqu,Niqqu,1,SN,"['𒌷', '𒊩𒌨', '𒄣']",𒌷𒊩𒌨𒄣,{[URU]}[niq-qu],"['missing', 'missing', 'missing']",1.0,,,Q003451,6,2
8769,Q003451.6.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003451,6,3
8770,Q003451.6.4,Tupliyaš[]GN$,{kur}tup-li-[ia-aš₂,Tupliyaš,Tupliyaš,1,GN,"['𒆳', '𒁾', '𒇷', '𒅀', '𒀾']",𒆳𒁾𒇷𒅀𒀾,{KUR}tup-li-[ia-aš₂],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,GN,,Q003451,6,4
8771,Q003451.6.5,u +.,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,6,5
8772,Q003451.8.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,8,1
8773,Q003451.8.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003451,8,2
8774,Q003451.8.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003451,8,3
8775,Q003451.8.4,u,{uru}x,,,,u,"['𒌷', 'x']",𒌷x,{URU}x,"['complete', 'complete']",0.0,,,Q003451,8,4
8776,Q003451.8.5,u +.,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003451,8,5
