,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
1379,Q003625.1.1,ēkal[palace]N,E₂.GAL,ēkal,ēkallu,palace,N,"['𒂍', '𒃲']",𒂍𒃲,E₂.GAL,"['complete', 'complete']",0.0,,,Q003625,1,1
1380,Q003625.1.2,"Salmanu-ašared_V[Shalmaneser V, king of Assyria]RN$Salmanu-ašared",{m}{d}SILIM-⸢man⸣-MAŠ,Salmanu-ašared,Salmanu-ašared_V,"Shalmaneser V, king of Assyria",RN,"['𒁹', '𒀭', '𒁲', '𒎙', '𒈦']",𒁹𒀭𒁲𒎙𒈦,{m}{d}SILIM-⸢man⸣-MAŠ,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,RN,,Q003625,1,2
1381,Q003625.1.3,šar[king]N,MAN,šar,šarru,king,N,['𒎙'],𒎙,MAN,['complete'],0.0,,,Q003625,1,3
1382,Q003625.1.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003625,1,4
1383,Q003625.1.5,Aššur[Assyria]GN,AŠ,Aššur,Aššur,Assyria,GN,['𒀸'],𒀸,AŠ,['complete'],0.0,GN,,Q003625,1,5
1384,Q003625.2.1,n,2,,,,n,['𒈫'],𒈫,2,['complete'],0.0,NUMBER,,Q003625,2,1
1385,Q003625.2.2,manê[a unit of weight]N,MA.NA,manê,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,Q003625,2,2
1386,Q003625.2.3,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,,Q003625,2,3
1387,Q003625.2.4,šarri[king]N +.,LUGAL,šarri,šarru,king,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,,,Q003625,2,4
1388,Q003625.3.1,%arc:mnn=,mnn,,,,,,,,,,,ARAMAIC,Q003625,3,1
1389,Q003625.3.2,%arc:2=,2,,,,,,,,,,,ARAMAIC,Q003625,3,2
1390,Q003625.4.1,%arc:zy=,zy,,,,,,,,,,,ARAMAIC,Q003625,4,1
1391,Q003625.4.2,%arc:mlk=,mlk,,,,,,,,,,,ARAMAIC,Q003625,4,2
