,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
5585,Q003419.2.1,ana[for]PRP,a-na,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003419,2,1
5586,Q003419.2.2,eššūte[newness]N,eš-šu-te,eššūte,eššūtu,newness,N,"['𒌍', '𒋗', '𒋼']",𒌍𒋗𒋼,eš-šu-te,"['complete', 'complete', 'complete']",0.0,,,Q003419,2,2
5587,Q003419.2.3,kašāru[restore]V$akšerma,ak-šer-ma,akšerma,kašāru,restore,V,"['𒀝', '𒋓', '𒈠']",𒀝𒋓𒈠,ak-šer-ma,"['complete', 'complete', 'complete']",0.0,,,Q003419,2,3
5588,Q003419.2.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003419,2,4
5589,Q003419.2.5,Aššur[Assyria]GN,aš-šur,Aššur,Aššur,Assyria,GN,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,GN,,Q003419,2,5
5590,Q003419.2.6,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003419,2,6
5591,Q003419.2.7,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003419,2,7
5592,Q003419.3.1,āla[city]N,URU,āla,ālu,city,N,['𒌷'],𒌷,URU,['complete'],0.0,,,Q003419,3,1
5593,Q003419.3.2,ēpuš[build]V,DU₃-uš,ēpuš,epēšu,build,V,"['𒆕', '𒍑']",𒆕𒍑,DU₃-uš,"['complete', 'complete']",0.0,,,Q003419,3,2
5594,Q003419.3.3,ēkal[palace]N,E₂.GAL,ēkal,ēkallu,palace,N,"['𒂍', '𒃲']",𒂍𒃲,E₂.GAL,"['complete', 'complete']",0.0,,,Q003419,3,3
5595,Q003419.3.4,mūšab[residence]N,mu-šab,mūšab,mūšabu,residence,N,"['𒈬', '𒉺𒅁']",𒈬𒉺𒅁,mu-šab,"['complete', 'complete']",0.0,,,Q003419,3,4
5596,Q003419.3.5,šarrūtiya[kingship]N,LUGAL-ti-[ia,šarrūtiya,šarrūtu,kingship,N,"['𒈗', '𒋾', '𒅀']",𒈗𒋾𒅀,LUGAL-ti-[ia],"['complete', 'complete', 'missing']",0.33,,,Q003419,3,5
5597,Q003419.3.6,ina[in]PRP,i-na,ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,[i-na],"['missing', 'missing']",1.0,,,Q003419,3,6
5598,Q003419.3.7,libbi[interior]N,lib₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,[lib₃-bi],"['missing', 'missing']",1.0,,,Q003419,3,7
5599,Q003419.3.8,addi[lay]V,ad-di,addi,nadû,lay,V,"['𒀜', '𒁲']",𒀜𒁲,[ad-di],"['missing', 'missing']",1.0,,,Q003419,3,8
5600,Q003419.3.9,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003419,3,9
5601,Q003419.4.1,šumšu[name]N,MU-šu,šumšu,šumu,name,N,"['𒈬', '𒋗']",𒈬𒋗,MU-šu,"['complete', 'complete']",0.0,,,Q003419,4,1
5602,Q003419.4.2,abbi[name]V,ab-bi,abbi,nabû,name,V,"['𒀊', '𒁉']",𒀊𒁉,ab-bi,"['complete', 'complete']",0.0,,,Q003419,4,2
5603,Q003419.4.3,kakki[weapon]N,{giš}TUKUL,kakki,kakku,weapon,N,"['𒄑', '𒆪']",𒄑𒆪,{GIŠ}TUKUL,"['complete', 'complete']",0.0,,,Q003419,4,3
5604,Q003419.4.4,Aššur[1]DN,aš-šur,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,DN,,Q003419,4,4
5605,Q003419.4.5,bēliya[lord]N,EN-ia,bēliya,bēlu,lord,N,"['𒂗', '𒅀']",𒂗𒅀,EN-ia,"['complete', 'complete']",0.0,,,Q003419,4,5
5606,Q003419.4.6,ina[in]PRP,i-[na,ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,i-[na],"['complete', 'missing']",0.5,,,Q003419,4,6
5607,Q003419.4.7,libbi[interior]N,lib₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,[lib₃-bi],"['missing', 'missing']",1.0,,,Q003419,4,7
5608,Q003419.4.8,arme[set in place]V,ar-me,arme,ramû,set in place,V,"['𒅈', '𒈨']",𒅈𒈨,[ar-me],"['missing', 'missing']",1.0,,,Q003419,4,8
5609,Q003419.4.9,nišī[people]N,UN.MEŠ,nišī,nišu,people,N,"['𒌦', '𒎌']",𒌦𒎌,[UN].[MEŠ],"['missing', 'missing']",1.0,,,Q003419,4,9
5610,Q003419.4.10,mātāti[land]N,KUR.KUR,mātāti,mātu,land,N,"['𒆳', '𒆳']",𒆳𒆳,[KUR].[KUR],"['missing', 'missing']",1.0,,,Q003419,4,10
5611,Q003419.4.11,kišitti[conquest]N,ki-šit-ti,kišitti,kišittu,conquest,N,"['𒆠', '𒋃', '𒋾']",𒆠𒋃𒋾,[ki-šit-ti],"['missing', 'missing', 'missing']",1.0,,,Q003419,4,11
5612,Q003419.4.12,qātīya[hand]N,ŠU.II-ia,qātīya,qātu,hand,N,"['𒋗', '𒅀', '𒅀']",𒋗𒅀𒅀,[ŠU].[II-ia],"['missing', 'missing', 'missing']",1.0,,,Q003419,4,12
5613,Q003419.4.13,ina[in]PRP,i-na,ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,[i-na],"['missing', 'missing']",1.0,,,Q003419,4,13
5614,Q003419.4.14,libbi[interior]N,lib₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,[lib₃-bi],"['missing', 'missing']",1.0,,,Q003419,4,14
5615,Q003419.4.15,ušēšib[settle]V,u₂-še-šib,ušēšib,wašābu,settle,V,"['𒌑', '𒊺', '𒈨']",𒌑𒊺𒈨,[u₂-še-šib],"['missing', 'missing', 'missing']",1.0,,,Q003419,4,15
5616,Q003419.4.16,biltu[tribute]N,GUN,biltu,biltu,tribute,N,['𒄘𒌦'],𒄘𒌦,[GUN],['missing'],1.0,,,Q003419,4,16
