,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
4458,Q003454.2.1,Dur-Balihaya[1]SN,{⸢uru⸣}BAD₃-{⸢d⸣}[KASKAL.KUR-a-a,Dur-Balihaya,Dur-Balihaya,1,SN,"['𒌷', '𒂦', '𒀭', '𒆜', '𒆳', '𒀀', '𒀀']",𒌷𒂦𒀭𒆜𒆳𒀀𒀀,{⸢URU⸣}BAD₃-{⸢d⸣}[KASKAL].[KUR-a-a],"['damaged', 'complete', 'damaged', 'missing', 'missing', 'missing', 'missing']",0.71,,,Q003454,2,1
4459,Q003454.2.2,ālānišunu[city]N,URU.MEŠ-šu₂-nu,ālānišunu,ālu,city,N,"['𒌷', '𒎌', '𒋙', '𒉡']",𒌷𒎌𒋙𒉡,[URU].[MEŠ-šu₂-nu],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q003454,2,2
4460,Q003454.2.3,rabûti[great]AJ,GAL.MEŠ,rabûti,rabû,great,AJ,"['𒃲', '𒎌']",𒃲𒎌,[GAL].[MEŠ],"['missing', 'missing']",1.0,,,Q003454,2,3
4461,Q003454.2.4,kīma[like]PRP,GIM,kīma,kīma,like,PRP,['𒁶'],𒁶,[GIM],['missing'],1.0,,,Q003454,2,4
4462,Q003454.2.5,tīli[(ruin) mound]N,DU₆,tīli,tīlu,(ruin) mound,N,['𒇯'],𒇯,[DU₆],['missing'],1.0,,,Q003454,2,5
4463,Q003454.2.6,uʾabbit[destroy]V,u₂-ab-bit,uʾabbit,abātu,destroy,V,"['𒌑', '𒀊', '𒂍']",𒌑𒀊𒂍,[u₂-ab-bit],"['missing', 'missing', 'missing']",1.0,,,Q003454,2,6
4464,Q003454.2.7,puhur[assembly]N,pu-hur,puhur,puhru,assembly,N,"['𒁍', '𒄯']",𒁍𒄯,[pu-hur],"['missing', 'missing']",1.0,,,Q003454,2,7
4465,Q003454.2.8,nišīšunu[people]N,UN.MEŠ-šu₂-nu],nišīšunu,nišu,people,N,"['𒌦', '𒎌', '𒋙', '𒉡']",𒌦𒎌𒋙𒉡,[UN].[MEŠ-šu₂-nu],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q003454,2,8
4466,Q003454.3.1,ana[to]PRP,[a]-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a]-na,"['missing', 'complete']",0.5,,,Q003454,3,1
4467,Q003454.3.2,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003454,3,2
