,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
1259,Q003627.1.1,ēkal[palace]N,E₂.GAL,ēkal,ēkallu,palace,N,"['𒂍', '𒃲']",𒂍𒃲,E₂.GAL,"['complete', 'complete']",0.0,,,Q003627,1,1
1260,Q003627.1.2,"Salmanu-ašared_V[Shalmaneser V, king of Assyria]RN$Salmanu-ašared",{m}{d}SILIM-[man-MAŠ],Salmanu-ašared,Salmanu-ašared_V,"Shalmaneser V, king of Assyria",RN,"['𒁹', '𒀭', '𒁲', '𒎙', '𒈦']",𒁹𒀭𒁲𒎙𒈦,{m}{d}SILIM-[man-MAŠ],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,RN,,Q003627,1,2
1261,Q003627.1.3,šar[king]N,MAN,šar,šarru,king,N,['𒎙'],𒎙,MAN,['complete'],0.0,,,Q003627,1,3
1262,Q003627.1.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003627,1,4
1263,Q003627.1.5,Aššur[Assyria]GN,AŠ,Aššur,Aššur,Assyria,GN,['𒀸'],𒀸,AŠ,['complete'],0.0,GN,,Q003627,1,5
1264,Q003627.2.1,n,2/3,,,,n,['𒈫'],𒈫,2/3,['complete'],0.0,NUMBER,,Q003627,2,1
1265,Q003627.2.2,manê[a unit of weight]N,MA.NA,manê,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,Q003627,2,2
1266,Q003627.2.3,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,,Q003627,2,3
1267,Q003627.2.4,šarri[king]N +.,LUGAL,šarri,šarru,king,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,,,Q003627,2,4
1268,Q003627.3.1,%arc:snb=,snb,,,,,,,,,,,ARAMAIC,Q003627,3,1
1269,Q003627.3.2,%arc:ʾrqʾ=,ʾrqʾ,,,,,,,,,,,ARAMAIC,Q003627,3,2
