,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
7110,Q003420.2.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003420,2,1
7111,Q003420.2.2,Kušianaš[]SN$,{uru]}ku-ši-a-na-aš₂,Kušianaš,Kušianaš,1,SN,"['𒌷', '𒆪', '𒅆', '𒀀', '𒈾', '𒀾']",𒌷𒆪𒅆𒀀𒈾𒀾,{[URU]}ku-ši-a-na-aš₂,"['missing', 'complete', 'complete', 'complete', 'complete', 'complete']",0.17,,,Q003420,2,2
7112,Q003420.2.3,Haršu[]SN$,{uru}ha-ar-šu₂,Haršu,Haršu,1,SN,"['𒌷', '𒄩', '𒅈', '𒋙']",𒌷𒄩𒅈𒋙,{URU}ha-ar-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,2,3
7113,Q003420.2.4,Šanaštiku[]SN$,{uru}ša₂-na-aš₂-ti-ku,Šanaštiku,Šanaštiku,1,SN,"['𒌷', '𒃻', '𒈾', '𒀾', '𒋾', '𒆪']",𒌷𒃻𒈾𒀾𒋾𒆪,{URU}ša₂-na-aš₂-ti-ku,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,2,4
7114,Q003420.2.5,Kiškitara[]SN$,{uru}kiš-ki-ta-ra,Kiškitara,Kiškitara,1,SN,"['𒌷', '𒆧', '𒆠', '𒋫', '𒊏']",𒌷𒆧𒆠𒋫𒊏,{URU}kiš-ki-ta-ra,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,2,5
7115,Q003420.2.6,Haršaya[]SN$,{uru}ha-ar-ša₂-a-a,Haršaya,Haršaya,1,SN,"['𒌷', '𒄩', '𒅈', '𒃻', '𒀀', '𒀀']",𒌷𒄩𒅈𒃻𒀀𒀀,{URU}ha-ar-ša₂-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,2,6
7116,Q003420.2.7,Ayubak[]SN$,{uru}a-a-u₂-ba-ak,Ayubak,Ayubak,1,SN,"['𒌷', '𒀀', '𒀀', '𒌑', '𒁀', '𒀝']",𒌷𒀀𒀀𒌑𒁀𒀝,{URU}a-a-u₂-ba-ak,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,2,7
7117,Q003420.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003420,3,1
7118,Q003420.3.2,šadê[mountain]N,KUR-e,šadê,šadû,mountain,N,"['𒆳', '𒂊']",𒆳𒂊,KUR-e,"['complete', 'complete']",0.0,,,Q003420,3,2
7119,Q003420.3.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003420,3,3
7120,Q003420.3.4,Halihadri[Mount Halihadri]GN$,{kur}ha-li-ha-ad-ri,Halihadri,Halihadri,Mount Halihadri,GN,"['𒆳', '𒄩', '𒇷', '𒄩', '𒀜', '𒊑']",𒆳𒄩𒇷𒄩𒀜𒊑,{KUR}ha-li-ha-ad-ri,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,GN,,Q003420,3,4
7121,Q003420.3.5,ubānu[finger//peak]N$ubān,ŠU.SI,ubān,ubānu,peak,N,"['𒋗', '𒋛']",𒋗𒋛,ŠU.SI,"['complete', 'complete']",0.0,,,Q003420,3,5
7122,Q003420.3.6,šadê[mountain]N,KUR-e,šadê,šadû,mountain,N,"['𒆳', '𒂊']",𒆳𒂊,KUR-e,"['complete', 'complete']",0.0,,,Q003420,3,6
7123,Q003420.3.7,šaqû[high]AJ$šaqītu,ša₂-qi-tu,šaqītu,šaqû,high,AJ,"['𒃻', '𒆥', '𒌅']",𒃻𒆥𒌅,ša₂-qi-tu,"['complete', 'complete', 'complete']",0.0,,,Q003420,3,7
7124,Q003420.3.8,ṣabātu[take]V$iṣbatū,iṣ-ba-tu,iṣbatū,ṣabātu,take,V,"['𒄑', '𒁀', '𒌅']",𒄑𒁀𒌅,iṣ-ba-tu,"['complete', 'complete', 'complete']",0.0,,,Q003420,3,8
7125,Q003420.3.9,warki[after]PRP$arkišunu,ar-ki-šu₂-nu,arkišunu,warki,after,PRP,"['𒅈', '𒆠', '𒋙', '𒉡']",𒅈𒆠𒋙𒉡,ar-ki-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,3,9
7126,Q003420.3.10,ardema[pursue]V,ar-de-e-ma,ardema,redû,pursue,V,"['𒅈', '𒁲', '𒂊', '𒈠']",𒅈𒁲𒂊𒈠,ar-de-e-ma,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,3,10
7127,Q003420.3.11,dabdû[defeat]N$dabdâšunu,BAD₅.BAD₅-šu-nu,dabdâšunu,dabdû,defeat,N,"['𒅆', '𒅆', '𒋗', '𒉡']",𒅆𒅆𒋗𒉡,BAD₅.BAD₅-šu-nu,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,3,11
7128,Q003420.3.12,aškun[establish]V,aš₂-kun,aškun,šakānu,establish,V,"['𒀾', '𒆲']",𒀾𒆲,aš₂-kun,"['complete', 'complete']",0.0,,,Q003420,3,12
7129,Q003420.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003420,4,1
7130,Q003420.4.2,hurru[hole//ravine]N$hurrī,hur-ri,hurrī,hurru,ravine,N,"['𒄯', '𒊑']",𒄯𒊑,hur-ri,"['complete', 'complete']",0.0,,,Q003420,4,2
7131,Q003420.4.3,šadê[mountain]N,KUR-e,šadê,šadû,mountain,N,"['𒆳', '𒂊']",𒆳𒂊,KUR-e,"['complete', 'complete']",0.0,,,Q003420,4,3
7132,Q003420.4.4,ērubū[enter]V,e-ru-bu,ērubū,erēbu,enter,V,"['𒂊', '𒊒', '𒁍']",𒂊𒊒𒁍,e-ru-bu,"['complete', 'complete', 'complete']",0.0,,,Q003420,4,4
7133,Q003420.4.5,ina[with]PRP,ina,ina,ina,with,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,Q003420,4,5
7134,Q003420.4.6,gīri[fire]N,{d}GIŠ.BAR,gīri,gīru,fire,N,"['𒀭', '𒄑', '𒁇']",𒀭𒄑𒁇,{d}GIŠ.BAR,"['complete', 'complete', 'complete']",0.0,,,Q003420,4,6
7135,Q003420.4.7,aqmu[burn (up)]V,aq-mu,aqmu,qamû,burn (up),V,"['𒀝', '𒈬']",𒀝𒈬,aq-mu,"['complete', 'complete']",0.0,,,Q003420,4,7
7136,Q003420.4.8,Uzhari[]SN$,{uru}uz-ha-ri,Uzhari,Uzhari,1,SN,"['𒌷', '𒊻', '𒄩', '𒊑']",𒌷𒊻𒄩𒊑,{URU}uz-ha-ri,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003420,4,8
7137,Q003420.4.9,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,Q003420,4,9
7138,Q003420.4.10,Bit-Zatti[1]GN,{kur}E₂-za-at-ti,Bit-Zatti,Bit-Zatti,1,GN,"['𒆳', '𒂍', '𒍝', '𒀜', '𒋾']",𒆳𒂍𒍝𒀜𒋾,{KUR}E₂-za-at-ti,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,GN,,Q003420,4,10
7139,Q003420.4.11,lawû[surround]V$alme,al-me,alme,lawû,surround,V,"['𒀠', '𒈨']",𒀠𒈨,al-me,"['complete', 'complete']",0.0,,,Q003420,4,11
7140,Q003420.4.12,akšud[conquer]V +.,ak-šud,akšud,kašādu,conquer,V,"['𒀝', '𒋤']",𒀝𒋤,ak-šud,"['complete', 'complete']",0.0,,,Q003420,4,12
