,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
9515,Q003414.2.1,perʾu[bud//offspring]N$perʾi,NUNUZ,perʾi,perʾu,offspring,N,['𒉭'],𒉭,NUNUZ,['complete'],0.0,,,Q003414,2,1
9516,Q003414.2.2,Baltil[Aššur]QN,bal-til{ki},Baltil,Baltil,Aššur,QN,"['𒁄', '𒌀', '𒆠']",𒁄𒌀𒆠,bal-til{KI},"['complete', 'complete', 'complete']",0.0,,,Q003414,2,2
9517,Q003414.2.3,šūquru[very valuable]AJ,šu-⸢qu-ru⸣,šūquru,šūquru,very valuable,AJ,"['𒋗', '𒄣', '𒊒']",𒋗𒄣𒊒,šu-⸢qu-ru⸣,"['complete', 'damaged', 'damaged']",0.33,,,Q003414,2,3
9518,Q003414.2.4,narām[loved one]N,na-ram,narām,narāmu,loved one,N,"['𒈾', '𒉘']",𒈾𒉘,na-ram,"['complete', 'complete']",0.0,,,Q003414,2,4
9519,Q003414.2.5,u,{d}[(...),,,,u,"['𒀭', 'x']",𒀭x,{d}[x],"['complete', 'missing']",0.5,,,Q003414,2,5
9520,Q003414.2.6,Šerua[]DN$,{d}še]-ru-a,Šerua,Šerua,1,DN,"['𒀭', '𒊺', '𒊒', '𒀀']",𒀭𒊺𒊒𒀀,{[d]}[še]-ru-a,"['missing', 'missing', 'complete', 'complete']",0.5,DN,,Q003414,2,6
9521,Q003414.2.7,u,AB,,,,u,['𒀊'],𒀊,AB,['complete'],0.0,,,Q003414,2,7
9522,Q003414.2.8,u,BA,,,,u,['𒁀'],𒁀,BA,['complete'],0.0,,,Q003414,2,8
9523,Q003414.2.9,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,2,9
9524,Q003414.2.10,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,2,10
9525,Q003414.3.1,pitqu[brickwork//creation]N$pitiq,pi-tiq,pitiq,pitqu,creation,N,"['𒉿', '𒄘']",𒉿𒄘,pi-tiq,"['complete', 'complete']",0.0,,,Q003414,3,1
9526,Q003414.3.2,Ninmena[]DN$,{d}nin-⸢men-na⸣,Ninmena,Ninmena,1,DN,"['𒀭', '𒎏', '𒃞', '𒈾']",𒀭𒎏𒃞𒈾,{d}nin-⸢men-na⸣,"['complete', 'complete', 'damaged', 'damaged']",0.25,DN,,Q003414,3,2
9527,Q003414.3.3,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,,Q003414,3,3
9528,Q003414.3.4,ana[for]PRP,a-na,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003414,3,4
9529,Q003414.3.5,bēlūt[lordship]N,be-lut,bēlūt,bēlūtu,lordship,N,"['𒁁', '𒂁']",𒁁𒂁,be-lut,"['complete', 'complete']",0.0,,,Q003414,3,5
9530,Q003414.3.6,mātāti[land]N,⸢KUR.KUR⸣,mātāti,mātu,land,N,"['𒆳', '𒆳']",𒆳𒆳,⸢KUR⸣.⸢KUR⸣,"['damaged', 'damaged']",0.5,,,Q003414,3,6
9531,Q003414.3.7,u,[(...)],,,,u,['x'],x,[x],['missing'],1.0,,,Q003414,3,7
9532,Q003414.3.8,u,AN,,,,u,['𒀭'],𒀭,AN,['complete'],0.0,,,Q003414,3,8
9533,Q003414.3.9,u,TI,,,,u,['𒋾'],𒋾,TI,['complete'],0.0,,,Q003414,3,9
9534,Q003414.3.10,u,AL,,,,u,['𒀠'],𒀠,AL,['complete'],0.0,,,Q003414,3,10
9535,Q003414.3.11,u,ŠID,,,,u,['𒋃'],𒋃,ŠID,['complete'],0.0,,,Q003414,3,11
9536,Q003414.3.12,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,3,12
9537,Q003414.4.1,rabû[be(come) big//grow up]V$irbû,ir-bu-u₂,irbû,rabû,grow up,V,"['𒅕', '𒁍', '𒌑']",𒅕𒁍𒌑,ir-bu-u₂,"['complete', 'complete', 'complete']",0.0,,,Q003414,4,1
9538,Q003414.4.2,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,Q003414,4,2
9539,Q003414.4.3,šarrūti[kingship]N,LUGAL-u₂-ti,šarrūti,šarrūtu,kingship,N,"['𒈗', '𒌑', '𒋾']",𒈗𒌑𒋾,LUGAL-u₂-ti,"['complete', 'complete', 'complete']",0.0,,,Q003414,4,3
9540,Q003414.4.4,šakkanakku[(military) governor]N$,GIR₃.NITA₂,šakkanakku,šakkanakku,(military) governor,N,"['𒄊', '𒀴']",𒄊𒀴,GIR₃.NITA₂,"['complete', 'complete']",0.0,,,Q003414,4,4
9541,Q003414.4.5,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,4,5
9542,Q003414.4.6,u,[(...)],,,,u,['x'],x,[x],['missing'],1.0,,,Q003414,4,6
9543,Q003414.4.7,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,4,7
9544,Q003414.4.8,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,4,8
9545,Q003414.4.9,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,4,9
9546,Q003414.4.10,u,ma,,,,u,['𒈠'],𒈠,ma,['complete'],0.0,,,Q003414,4,10
9547,Q003414.5.1,muṣṣibu[one who increases]N$muṣṣib,⸢mu-ṣib,muṣṣib,muṣṣibu,one who increases,N,"['𒈬', '𒍦']",𒈬𒍦,⸢mu-ṣib⸣,"['damaged', 'damaged']",0.5,,,Q003414,5,1
9548,Q003414.5.2,šagigurrû[free-will offering]N$šagigurê,ŠA₃.IGI.GURU₆.MEŠ,šagigurê,šagigurrû,free-will offering,N,"['𒊮', '𒅆', '𒃸', '𒎌']",𒊮𒅆𒃸𒎌,⸢ŠA₃⸣.⸢IGI⸣.⸢GURU₆⸣.⸢MEŠ⸣,"['damaged', 'damaged', 'damaged', 'damaged']",0.5,,,Q003414,5,2
9549,Q003414.5.3,ana[for]PRP,a-na⸣,ana,ana,for,PRP,"['𒀀', '𒈾']",𒀀𒈾,⸢a-na⸣,"['damaged', 'damaged']",0.5,,,Q003414,5,3
9550,Q003414.5.4,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,5,4
9551,Q003414.5.5,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,5,5
9552,Q003414.5.6,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,5,6
9553,Q003414.5.7,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,5,7
9554,Q003414.5.8,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,5,8
9555,Q003414.5.9,u,[x],,,,u,['x'],x,[x],['missing'],1.0,,,Q003414,5,9
9556,Q003414.5.10,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,5,10
9557,Q003414.5.11,u,[(...)],,,,u,['x'],x,[x],['missing'],1.0,,,Q003414,5,11
9558,Q003414.5.12,šurīnu[(divine) emblem]N$šurinnī,šu-ri-⸢in-ni⸣,šurinnī,šurīnu,(divine) emblem,N,"['𒋗', '𒊑', '𒅔', '𒉌']",𒋗𒊑𒅔𒉌,šu-ri-⸢in-ni⸣,"['complete', 'complete', 'damaged', 'damaged']",0.25,,,Q003414,5,12
9559,Q003414.6.1,zikaru[male]N,zi-ka-ru,zikaru,zikaru,male,N,"['𒍣', '𒅗', '𒊒']",𒍣𒅗𒊒,zi-ka-ru,"['complete', 'complete', 'complete']",0.0,,,Q003414,6,1
9560,Q003414.6.2,dannu[strong]AJ,dan-nu,dannu,dannu,strong,AJ,"['𒆗', '𒉡']",𒆗𒉡,dan-nu,"['complete', 'complete']",0.0,,,Q003414,6,2
9561,Q003414.6.3,nūr[light]N,nu-ur,nūr,nūru,light,N,"['𒉡', '𒌨']",𒉡𒌨,nu-ur,"['complete', 'complete']",0.0,,,Q003414,6,3
9562,Q003414.6.4,kiššat[totality]N,kiš-šat,kiššat,kiššatu,totality,N,"['𒆧', '𒆳']",𒆧𒆳,kiš-šat,"['complete', 'complete']",0.0,,,Q003414,6,4
9563,Q003414.6.5,nišīšu[people]N,UN.MEŠ-šu,nišīšu,nišu,people,N,"['𒌦', '𒎌', '𒋗']",𒌦𒎌𒋗,UN.MEŠ-šu,"['complete', 'complete', 'complete']",0.0,,,Q003414,6,5
9564,Q003414.6.6,etellu[pre-eminent one]N$etel,⸢e-tel⸣,etel,etellu,pre-eminent one,N,"['𒂊', '𒌀']",𒂊𒌀,⸢e-tel⸣,"['damaged', 'damaged']",0.5,,,Q003414,6,6
9565,Q003414.6.7,u,[(...),,,,u,['x'],x,[x],['missing'],1.0,,,Q003414,6,7
9566,Q003414.6.8,kalû[totaloity//all]N$kal,kal],kal,kalû,all,N,['𒆗'],𒆗,[kal],['missing'],1.0,,,Q003414,6,8
9567,Q003414.6.9,malkī[ruler]N,mal-⸢ki⸣,malkī,malku,ruler,N,"['𒂷', '𒆠']",𒂷𒆠,mal-⸢ki⸣,"['complete', 'damaged']",0.25,,,Q003414,6,9
9568,Q003414.6.10,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,6,10
9569,Q003414.6.11,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003414,6,11
9570,Q003414.6.12,u,ti,,,,u,['𒋾'],𒋾,ti,['complete'],0.0,,,Q003414,6,12
9571,Q003414.7.1,dāʾipu[one who pushes away]N$,da-i-pu,dāʾipu,dāʾipu,one who pushes away,N,"['𒁕', '𒄿', '𒁍']",𒁕𒄿𒁍,da-i-pu,"['complete', 'complete', 'complete']",0.0,,,Q003414,7,1
9572,Q003414.7.2,gērû[opponent//enemy]N$gārêšu,ga-re-e-šu,gārêšu,gērû,enemy,N,"['𒂵', '𒊑', '𒂊', '𒋗']",𒂵𒊑𒂊𒋗,ga-re-e-šu,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003414,7,2
9573,Q003414.7.3,eṭlu[manly one//young man]N'N$,GURUŠ,eṭlu,eṭlu,young man,N,['𒄨'],𒄨,GURUŠ,['complete'],0.0,,,Q003414,7,3
9574,Q003414.7.4,qardu[valiant]AJ,qar-du,qardu,qardu,valiant,AJ,"['𒃼', '𒁺']",𒃼𒁺,qar-du,"['complete', 'complete']",0.0,,,Q003414,7,4
9575,Q003414.7.5,sāpinu[flattener]N,sa-⸢pi-nu⸣,sāpinu,sāpinu,flattener,N,"['𒊓', '𒉿', '𒉡']",𒊓𒉿𒉡,sa-⸢pi-nu⸣,"['complete', 'damaged', 'damaged']",0.33,,,Q003414,7,5
9576,Q003414.7.6,u,[(...)],,,,u,['x'],x,[x],['missing'],1.0,,,Q003414,7,6
9577,Q003414.7.7,nakru[enemy]N$nakiri,na-ki-ri,nakiri,nakru,enemy,N,"['𒈾', '𒆠', '𒊑']",𒈾𒆠𒊑,na-ki-ri,"['complete', 'complete', 'complete']",0.0,,,Q003414,7,7
9578,Q003414.7.8,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,,Q003414,7,8
9579,Q003414.7.9,huršānu[mountain(s)]N$hursānī,hur-sa-⸢a-ni⸣,hursānī,huršānu,mountain(s),N,"['𒄯', '𒊓', '𒀀', '𒉌']",𒄯𒊓𒀀𒉌,hur-sa-⸢a-ni⸣,"['complete', 'complete', 'damaged', 'damaged']",0.25,,,Q003414,7,9
9580,Q003414.8.1,etguru[crossed over//interlocking]AJ$etgurūti,et-gu-ru-ti,etgurūti,etguru,interlocking,AJ,"['𒀉', '𒄖', '𒊒', '𒋾']",𒀉𒄖𒊒𒋾,et-gu-ru-ti,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003414,8,1
9581,Q003414.8.2,kīma[like]PRP,ki-ma,kīma,kīma,like,PRP,"['𒆠', '𒈠']",𒆠𒈠,ki-ma,"['complete', 'complete']",0.0,,,Q003414,8,2
9582,Q003414.8.3,qû[flax//thread]N$qê,qe₂-e,qê,qû,thread,N,"['𒆠', '𒂊']",𒆠𒂊,qe₂-e,"['complete', 'complete']",0.0,,,Q003414,8,3
