,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
4315,Q003425.3.1,mašak[skin]N,KUŠ,mašak,mašku,skin,N,['𒋢'],𒋢,KUŠ,['complete'],0.0,,,Q003425,3,1
4316,Q003425.3.2,pīri[elephant]N,AM.SI,pīri,pīru,elephant,N,"['𒄠', '𒋛']",𒄠𒋛,AM.SI,"['complete', 'complete']",0.0,,,Q003425,3,2
4317,Q003425.3.3,šinni[tooth]N,ZU₂,šinni,šinnu,tooth,N,['𒅗'],𒅗,ZU₂,['complete'],0.0,,,Q003425,3,3
4318,Q003425.3.4,pīri[elephant]N,AM.SI,pīri,pīru,elephant,N,"['𒄠', '𒋛']",𒄠𒋛,AM.SI,"['complete', 'complete']",0.0,,,Q003425,3,4
4319,Q003425.3.5,argamannu[purple]N,{sig₂}ZA.GIN₃.SA₅,argamannu,argamannu,purple,N,"['𒋠', '𒍝', '𒆳', '𒋛𒀀']",𒋠𒍝𒆳𒋛𒀀,{SIG₂}ZA.GIN₃.SA₅,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003425,3,5
4320,Q003425.3.6,takiltu[(a precious blue-purple wool)]$,{sig₂}ZA.GIN₃.MI,takiltu,takiltu,(a precious blue-purple wool),N,"['𒋠', '𒍝', '𒆳', '𒈪']",𒋠𒍝𒆳𒈪,{SIG₂}ZA.GIN₃.MI,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003425,3,6
4321,Q003425.3.7,lubulti[clothing]N,lu-bul-ti,lubulti,lubuštu,clothing,N,"['𒇻', '𒇧', '𒋾']",𒇻𒇧𒋾,lu-bul-ti,"['complete', 'complete', 'complete']",0.0,,,Q003425,3,7
4322,Q003425.3.8,birmē[multicoloured cloth]N,bir-me,birmē,birmu,multicoloured cloth,N,"['𒄵', '𒈨']",𒄵𒈨,bir-me,"['complete', 'complete']",0.0,,,Q003425,3,8
4323,Q003425.3.9,kitû[flax//linen]N$kitû,{tug₂}⸢GADA⸣,kitû,kitû,linen,N,"['𒌆', '𒃰']",𒌆𒃰,{TUG₂}⸢GADA⸣,"['complete', 'damaged']",0.25,,,Q003425,3,9
4324,Q003425.3.10,lubulti[clothing]N,[lu]-⸢bul⸣-[ti],lubulti,lubuštu,clothing,N,"['𒇻', '𒇧', '𒋾']",𒇻𒇧𒋾,[lu]-⸢bul⸣-[ti],"['missing', 'damaged', 'missing']",0.83,,,Q003425,3,10
4325,Q003425.3.11,mātišunu[land]N,KUR-šu₂-nu,mātišunu,mātu,land,N,"['𒆳', '𒋙', '𒉡']",𒆳𒋙𒉡,KUR-šu₂-nu,"['complete', 'complete', 'complete']",0.0,,,Q003425,3,11
4326,Q003425.3.12,maʾattu[many]AJ,ma-ʾa-at-tu,maʾattu,mādu,many,AJ,"['𒈠', '𒀪', '𒀜', '𒌅']",𒈠𒀪𒀜𒌅,ma-ʾa-at-tu,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003425,3,12
4327,Q003425.4.1,u,BI,,,,u,['𒁉'],𒁉,BI,['complete'],0.0,,,Q003425,4,1
4328,Q003425.4.2,u,AM,,,,u,['𒄠'],𒄠,AM,['complete'],0.0,,,Q003425,4,2
4329,Q003425.4.3,u,A,,,,u,['𒀀'],𒀀,A,['complete'],0.0,,,Q003425,4,3
4330,Q003425.4.4,u,AN,,,,u,['𒀭'],𒀭,AN,['complete'],0.0,,,Q003425,4,4
4331,Q003425.4.5,u,GAR,,,,u,['𒃻'],𒃻,GAR,['complete'],0.0,,,Q003425,4,5
4332,Q003425.4.6,u,MA,,,,u,['𒈠'],𒈠,MA,['complete'],0.0,,,Q003425,4,6
4333,Q003425.4.7,tillu[(military) equipment]N$tillī,{giš}til-li,tillī,tillu,(military) equipment,N,"['𒄑', '𒌀', '𒇷']",𒄑𒌀𒇷,{GIŠ}til-li,"['complete', 'complete', 'complete']",0.0,,,Q003425,4,7
4334,Q003425.4.8,pilaqqu[spindle]N$,{giš}BAL,pilaqqu,pilaqqu,spindle,N,"['𒄑', '𒁄']",𒄑𒁄,{GIŠ}BAL,"['complete', 'complete']",0.0,,,Q003425,4,8
4335,Q003425.4.9,u,HI,,,,u,['𒄭'],𒄭,HI,['complete'],0.0,,,Q003425,4,9
4336,Q003425.4.10,u,IA₂,,,,u,['𒐊'],𒐊,IA₂,['complete'],0.0,,,Q003425,4,10
4337,Q003425.4.11,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003425,4,11
4338,Q003425.4.12,u,RAD,,,,u,['𒋥'],𒋥,RAD,['complete'],0.0,,,Q003425,4,12
4339,Q003425.4.13,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,Q003425,4,13
4340,Q003425.4.14,qereb[interior]N,qe₂-reb,qereb,qerbu,interior,N,"['𒆠', '𒆗']",𒆠𒆗,qe₂-reb,"['complete', 'complete']",0.0,,,Q003425,4,14
4341,Q003425.4.15,Arpadda[Arpad]SN$Arpadda,{uru}ar-pad-da,Arpadda,Arpadda,Arpad,SN,"['𒌷', '𒅈', '𒉻', '𒁕']",𒌷𒅈𒉻𒁕,{URU}ar-pad-da,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003425,4,15
4342,Q003425.4.16,amhur[receive]V +.,am-hur,amhur,mahāru,receive,V,"['𒄠', '𒄯']",𒄠𒄯,am-hur,"['complete', 'complete']",0.0,,,Q003425,4,16
4343,Q003425.5.1,Tutammu[king of Unqi]RN$,{[m}tu-ta-am-mu,Tutammu,Tutammu,king of Unqi,RN,"['𒁹', '𒌅', '𒋫', '𒄠', '𒈬']",𒁹𒌅𒋫𒄠𒈬,{[m]}[tu-ta-am-mu],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,RN,,Q003425,5,1
