,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
14513,Q003457.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,2,1
14514,Q003457.2.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003457,2,2
14515,Q003457.2.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,2,3
14516,Q003457.3.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,3,1
14517,Q003457.3.2,epēš[performing]'N,e-peš,epēš,epēšu,performing,V,"['𒂊', '𒄫']",𒂊𒄫,[e-peš],"['missing', 'missing']",1.0,,,Q003457,3,2
14518,Q003457.3.3,wardūtu[slavery//vassalage]N$ardūte,{lu₂}ARAD-u₂-te,ardūte,wardūtu,vassalage,N,"['𒇽', '𒀴', '𒌑', '𒋼']",𒇽𒀴𒌑𒋼,{[LU₂]}[ARAD-u₂-te],"['missing', 'missing', 'missing', 'missing']",1.0,,,Q003457,3,3
14519,Q003457.3.4,ana[to]PRP,a]-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a]-na,"['missing', 'complete']",0.5,,,Q003457,3,4
14520,Q003457.3.5,Kalha[Calah]SN,{uru}⸢kal-ha,Kalha,Kalhu,Calah,SN,"['𒌷', '𒆗', '𒄩']",𒌷𒆗𒄩,{URU}⸢kal-ha⸣,"['complete', 'damaged', 'damaged']",0.33,,,Q003457,3,5
14521,Q003457.3.6,adi[to]PRP,a-di⸣,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,⸢a-di⸣,"['damaged', 'damaged']",0.5,,,Q003457,3,6
14522,Q003457.3.7,mahriya[front]N,mah-[ri-ia,mahriya,mahru,front,N,"['𒈤', '𒊑', '𒅀']",𒈤𒊑𒅀,mah-[ri-ia],"['complete', 'missing', 'missing']",0.67,,,Q003457,3,7
14523,Q003457.3.8,šapāru[send]V$išpura,iš-pu-ra,išpura,šapāru,send,V,"['𒅖', '𒁍', '𒊏']",𒅖𒁍𒊏,[iš-pu-ra],"['missing', 'missing', 'missing']",1.0,,,Q003457,3,8
14524,Q003457.3.9,u +.,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,3,9
14525,Q003457.4.1,ša[of]DET,[ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,Q003457,4,1
14526,Q003457.4.2,Samsi[queen of the Arabs]RN,{f}sa-am-si,Samsi,Samsi,queen of the Arabs,RN,"['𒊩', '𒊓', '𒄠', '𒋛']",𒊩𒊓𒄠𒋛,{[f]}[sa-am-si],"['missing', 'missing', 'missing', 'missing']",1.0,RN,,Q003457,4,2
14527,Q003457.4.3,šarrat[queen]N,šar-rat,šarrat,šarratu,queen,N,"['𒊬', '𒋥']",𒊬𒋥,[šar-rat],"['missing', 'missing']",1.0,,,Q003457,4,3
14528,Q003457.4.4,Aribi[Arabia]'GN,{kur]}a-ri-bi,Aribi,Arubu,Arabia,GN,"['𒆳', '𒀀', '𒊑', '𒁉']",𒆳𒀀𒊑𒁉,{[KUR]}a-ri-bi,"['missing', 'complete', 'complete', 'complete']",0.25,GN,,Q003457,4,4
14529,Q003457.4.5,ina[at]PRP,i-na,ina,ina,at,PRP,"['𒄿', '𒈾']",𒄿𒈾,i-na,"['complete', 'complete']",0.0,,,Q003457,4,5
14530,Q003457.4.6,Saqurri[Mount Saqurri]GN$,{kur}sa-[qu-ur-ri,Saqurri,Saqurri,Mount Saqurri,GN,"['𒆳', '𒊓', '𒄣', '𒌨', '𒊑']",𒆳𒊓𒄣𒌨𒊑,{KUR}sa-[qu-ur-ri],"['complete', 'complete', 'missing', 'missing', 'missing']",0.6,GN,,Q003457,4,6
14531,Q003457.4.7,šadê[mountain]N,KUR-e,šadê,šadû,mountain,N,"['𒆳', '𒂊']",𒆳𒂊,[KUR-e],"['missing', 'missing']",1.0,,,Q003457,4,7
14532,Q003457.4.8,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,4,8
14533,Q003457.5.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,5,1
14534,Q003457.5.2,gimir[all]N,gi]-⸢mir⸣,gimir,gimru,all,N,"['𒄀', '𒂇']",𒄀𒂇,[gi]-⸢mir⸣,"['missing', 'damaged']",0.75,,,Q003457,5,2
14535,Q003457.5.3,karāšu[military camp]N$karāšiša,KARAŠ-ša₂,karāšiša,karāšu,military camp,N,"['𒆠𒆘', '𒃻']",𒆠𒆘𒃻,KARAŠ-ša₂,"['complete', 'complete']",0.0,,,Q003457,5,3
14536,Q003457.5.4,u +.,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003457,5,4
14537,Q003457.6.1,u[and]CNJ,[u₃,u,u,and,CNJ,['𒅇'],𒅇,[u₃],['missing'],1.0,,,Q003457,6,1
14538,Q003457.6.2,šī[she]IP$,ši-i,šī,šī,she,IP,"['𒅆', '𒄿']",𒅆𒄿,[ši-i],"['missing', 'missing']",1.0,,,Q003457,6,2
14539,Q003457.6.3,ša[who]REL,ša,ša,ša,who,REL,['𒊭'],𒊭,[ša],['missing'],1.0,,,Q003457,6,3
14540,Q003457.6.4,lapāni[in front of//by]PRP$lapān,la-pa-an,lapān,lapāni,by,PRP,"['𒆷', '𒉺', '𒀭']",𒆷𒉺𒀭,[la-pa-an],"['missing', 'missing', 'missing']",1.0,,,Q003457,6,4
