,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
3915,Q003416.2.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,2,1
3916,Q003416.2.2,našāqu[kiss//make kiss]V$ušaššiqa,u₂]-ša₂-aš₂-ši-qa,ušaššiqa,našāqu,make kiss,V,"['𒌑', '𒃻', '𒀾', '𒅆', '𒋡']",𒌑𒃻𒀾𒅆𒋡,[u₂]-ša₂-aš₂-ši-qa,"['missing', 'complete', 'complete', 'complete', 'complete']",0.2,,,Q003416,2,2
3917,Q003416.3.1,šēpu[foot]N$šēpīšu,[GIR₃.II-šu,šēpīšu,šēpu,foot,N,"['𒄊', '𒅀', '𒋗']",𒄊𒅀𒋗,[GIR₃].[II-šu],"['missing', 'missing', 'missing']",1.0,,,Q003416,3,1
3918,Q003416.3.2,u,...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,3,2
3919,Q003416.3.3,šadû[mountain]N$šadê,ša₂]-de-e,šadê,šadû,mountain,N,"['𒃻', '𒁲', '𒂊']",𒃻𒁲𒂊,[ša₂]-de-e,"['missing', 'complete', 'complete']",0.33,,,Q003416,3,3
3920,Q003416.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,4,1
3921,Q003416.4.2,qabli[battle]N,qab-li,qabli,qablu,battle,N,"['𒃮', '𒇷']",𒃮𒇷,qab-li,"['complete', 'complete']",0.0,,,Q003416,4,2
3922,Q003416.5.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,5,1
3923,Q003416.5.2,eli[over]PRP,UGU,eli,eli,over,PRP,['𒌋𒅗'],𒌋𒅗,[UGU],['missing'],1.0,,,Q003416,5,2
3924,Q003416.5.3,gimru[totality//all]N$gimir,gi-mir,gimir,gimru,all,N,"['𒄀', '𒂇']",𒄀𒂇,[gi-mir],"['missing', 'missing']",1.0,,,Q003416,5,3
3925,Q003416.5.4,šarrāni[king]N,LUGAL.MEŠ,šarrāni,šarru,king,N,"['𒈗', '𒎌']",𒈗𒎌,[LUGAL].[MEŠ],"['missing', 'missing']",1.0,,,Q003416,5,4
3926,Q003416.5.5,āšib[one who sits]N,a]-šib,āšib,wāšibu,one who sits,N,"['𒀀', '𒈨']",𒀀𒈨,[a]-šib,"['missing', 'complete']",0.5,,,Q003416,5,5
3927,Q003416.5.6,parakku[dais]N$parakkī,BARA₂.MEŠ,parakkī,parakku,dais,N,"['𒁈', '𒎌']",𒁈𒎌,BARA₂.MEŠ,"['complete', 'complete']",0.0,,,Q003416,5,6
3928,Q003416.6.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,6,1
3929,Q003416.6.2,mumtalku[deliberate//circumspect]AJ$muttalki,mu]-ut-tal-ki,muttalki,mumtalku,circumspect,AJ,"['𒈬', '𒌓', '𒊑', '𒆠']",𒈬𒌓𒊑𒆠,[mu]-ut-tal-ki,"['missing', 'complete', 'complete', 'complete']",0.25,,,Q003416,6,2
3930,Q003416.7.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,7,1
3931,Q003416.7.2,ušumgallu[lion-dragon]N$ušumgallum,u₂]-šum₂-gal-lum,ušumgallum,ušumgallu,lion-dragon,N,"['𒌑', '𒋧', '𒃲', '𒈝']",𒌑𒋧𒃲𒈝,[u₂]-šum₂-gal-lum,"['missing', 'complete', 'complete', 'complete']",0.25,,,Q003416,7,2
3932,Q003416.8.1,ṣīru[exalted]AJ,[ṣi-i-ru,ṣīru,ṣīru,exalted,AJ,"['𒍢', '𒄿', '𒊒']",𒍢𒄿𒊒,[ṣi-i-ru],"['missing', 'missing', 'missing']",1.0,,,Q003416,8,1
3933,Q003416.8.2,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003416,8,2
3934,Q003416.8.3,dadmē[settlements]N +.,da-ad₂-me,dadmē,dadmū,settlements,N,"['𒁕', '𒄉', '𒈨']",𒁕𒄉𒈨,da-ad₂-me,"['complete', 'complete', 'complete']",0.0,,,Q003416,8,3
