,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
5416,Q003422.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,3,1
5417,Q003422.3.2,nišī[people]N,UN.MEŠ,nišī,nišu,people,N,"['𒌦', '𒎌']",𒌦𒎌,UN.MEŠ,"['complete', 'complete']",0.0,,,Q003422,3,2
5418,Q003422.3.3,ana[to]PRP,[a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,Q003422,3,3
5419,Q003422.3.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,[KUR],['missing'],1.0,,,Q003422,3,4
5420,Q003422.3.5,Aššur[Assyria]GN,aš-šur{ki},Aššur,Aššur,Assyria,GN,"['𒀸', '𒋩', '𒆠']",𒀸𒋩𒆠,[aš-šur]{[KI]},"['missing', 'missing', 'missing']",1.0,GN,,Q003422,3,5
5421,Q003422.3.6,ūrâ[lead]V,u₂]-ra-[a,ūrâ,warû,lead,V,"['𒌑', '𒊏', '𒀀']",𒌑𒊏𒀀,[u₂]-ra-[a],"['missing', 'complete', 'missing']",0.67,,,Q003422,3,6
5422,Q003422.3.7,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,3,7
5423,Q003422.4.1,u +.,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,4,1
5424,Q003422.4.2,ina[during]PRP,ina,ina,ina,during,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,Q003422,4,2
5425,Q003422.4.3,n,3,,,,n,['𒐈'],𒐈,[3],['missing'],1.0,NUMBER,,Q003422,4,3
5426,Q003422.4.4,palêya[regnal year]N,BALA].MEŠ-ia,palêya,palû,regnal year,N,"['𒁄', '𒎌', '𒅀']",𒁄𒎌𒅀,[BALA].MEŠ-ia,"['missing', 'complete', 'complete']",0.33,,,Q003422,4,4
5427,Q003422.4.5,Aššur[1]DN,[aš-šur,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,[aš-šur],"['missing', 'missing']",1.0,DN,,Q003422,4,5
5428,Q003422.4.6,bēlī[lord]N,be-li₂,bēlī,bēlu,lord,N,"['𒁁', '𒉌']",𒁁𒉌,[be-li₂],"['missing', 'missing']",1.0,,,Q003422,4,6
5429,Q003422.4.7,utakkilannima[entrust]V,u₂-tak-kil]-an-⸢ni⸣-[ma,utakkilannima,takālu,entrust,V,"['𒌑', '𒋳', '𒆸', '𒀭', '𒉌', '𒈠']",𒌑𒋳𒆸𒀭𒉌𒈠,[u₂-tak-kil]-an-⸢ni⸣-[ma],"['missing', 'missing', 'missing', 'complete', 'damaged', 'missing']",0.75,,,Q003422,4,7
5430,Q003422.4.8,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,4,8
5431,Q003422.5.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,5,1
5432,Q003422.5.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003422,5,2
5433,Q003422.5.3,u,ba-ʾa-[...],,,,u,"['𒁀', '𒀪', 'x']",𒁀𒀪x,ba-ʾa-[x],"['complete', 'complete', 'missing']",0.33,,,Q003422,5,3
5434,Q003422.5.4,u,⸢e,,,,u,['𒂊'],𒂊,⸢e⸣,['damaged'],0.5,,,Q003422,5,4
5435,Q003422.5.5,u,ma⸣,,,,u,['𒈠'],𒈠,⸢ma⸣,['damaged'],0.5,,,Q003422,5,5
5436,Q003422.5.6,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,5,6
5437,Q003422.5.7,u,⸢ti⸣,,,,u,['𒋾'],𒋾,⸢ti⸣,['damaged'],0.5,,,Q003422,5,7
5438,Q003422.5.8,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,5,8
5439,Q003422.5.9,u,DIŠ,,,,u,['𒁹'],𒁹,DIŠ,['complete'],0.0,,,Q003422,5,9
5440,Q003422.5.10,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,5,10
5441,Q003422.6.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,6,1
5442,Q003422.6.2,Sulumal[king of Melid]RN,{m}su-lu-ma-al,Sulumal,Sulumal,king of Melid,RN,"['𒁹', '𒋢', '𒇻', '𒈠', '𒀠']",𒁹𒋢𒇻𒈠𒀠,{[m]}[su-lu-ma-al],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,RN,,Q003422,6,2
5443,Q003422.6.3,Meliddaya[of Melid]EN,{kur}me-lid]-⸢da⸣-a-⸢a⸣,Meliddaya,Meliddayu,of Melid,EN,"['𒆳', '𒈨', '𒀖', '𒁕', '𒀀', '𒀀']",𒆳𒈨𒀖𒁕𒀀𒀀,{[KUR]}[me-lid]-⸢da⸣-a-⸢a⸣,"['missing', 'missing', 'missing', 'damaged', 'complete', 'damaged']",0.67,,,Q003422,6,3
5444,Q003422.6.4,Tarhu-lara[king of Gurgum]RN$,{m}ta-ar-hu-la-⸢ra⸣,Tarhu-lara,Tarhu-lara,king of Gurgum,RN,"['𒁹', '𒋫', '𒅈', '𒄷', '𒆷', '𒊏']",𒁹𒋫𒅈𒄷𒆷𒊏,{m}ta-ar-hu-la-⸢ra⸣,"['complete', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.08,RN,,Q003422,6,4
5445,Q003422.6.5,Gurgumaya[of Gurgum]EN,{[kur}gur₂-gu]-ma-a-a,Gurgumaya,Gurgumayu,of Gurgum,EN,"['𒆳', '𒃵', '𒄖', '𒈠', '𒀀', '𒀀']",𒆳𒃵𒄖𒈠𒀀𒀀,{[KUR]}[gur₂-gu]-ma-a-a,"['missing', 'missing', 'missing', 'complete', 'complete', 'complete']",0.5,,,Q003422,6,5
5446,Q003422.6.6,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,6,6
5447,Q003422.7.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,7,1
5448,Q003422.7.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,,Q003422,7,2
5449,Q003422.7.3,mātitān[all countries//in all lands]N'AV$,⸢ma⸣-ti-tan,mātitān,mātitān,in all lands,N,"['𒈠', '𒋾', '𒆗']",𒈠𒋾𒆗,⸢ma⸣-ti-tan,"['damaged', 'complete', 'complete']",0.17,,,Q003422,7,3
5450,Q003422.7.4,ana[to]PRP,a-⸢na⸣,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,,,Q003422,7,4
5451,Q003422.7.5,emūq[strength]N,e-muq,emūq,emūqu,strength,N,"['𒂊', '𒈮']",𒂊𒈮,e-muq,"['complete', 'complete']",0.0,,,Q003422,7,5
5452,Q003422.7.6,ahāmeš[one another]RP,a-⸢ha⸣-meš,ahāmeš,ahāmiš,one another,RP,"['𒀀', '𒄩', '𒎌']",𒀀𒄩𒎌,a-⸢ha⸣-meš,"['complete', 'damaged', 'complete']",0.17,,,Q003422,7,6
5453,Q003422.7.7,ittaklū[trust]V,[it-tak-lu,ittaklū,takālu,trust,V,"['𒀉', '𒋳', '𒇻']",𒀉𒋳𒇻,[it-tak-lu],"['missing', 'missing', 'missing']",1.0,,,Q003422,7,7
5454,Q003422.7.8,u,...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,7,8
5455,Q003422.8.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,,Q003422,8,1
