,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
4817,Q003630.1.1,ēkal[palace]N,E₂.GAL,ēkal,ēkallu,palace,N,"['𒂍', '𒃲']",𒂍𒃲,E₂.GAL,"['complete', 'complete']",0.0,,,Q003630,1,1
4818,Q003630.1.2,"Salmanu-ašared_V[Shalmaneser V, king of Assyria]RN$Salmanu-ašared",{m}{d}⸢SILIM⸣-[man]-MAŠ,Salmanu-ašared,Salmanu-ašared_V,"Shalmaneser V, king of Assyria",RN,"['𒁹', '𒀭', '𒁲', '𒎙', '𒈦']",𒁹𒀭𒁲𒎙𒈦,{m}{d}⸢SILIM⸣-[man]-MAŠ,"['complete', 'complete', 'damaged', 'missing', 'complete']",0.3,RN,,Q003630,1,2
4819,Q003630.1.3,šar[king]N,⸢MAN⸣,šar,šarru,king,N,['𒎙'],𒎙,⸢MAN⸣,['damaged'],0.5,,,Q003630,1,3
4820,Q003630.1.4,māt[land]N,KUR,māt,mātu,land,N,['𒆳'],𒆳,KUR,['complete'],0.0,,,Q003630,1,4
4821,Q003630.1.5,Aššur[Assyria]GN,AŠ,Aššur,Aššur,Assyria,GN,['𒀸'],𒀸,AŠ,['complete'],0.0,GN,,Q003630,1,5
4822,Q003630.2.1,n,5-[(su)],,,,n,"['𒐊', '𒋢']",𒐊𒋢,5-[su],"['complete', 'missing']",0.5,NUMBER,,Q003630,2,1
4823,Q003630.2.2,ša[of]DET,⸢ša₂,ša,ša,of,DET,['𒃻'],𒃻,⸢ša₂⸣,['damaged'],0.5,,,Q003630,2,2
4824,Q003630.2.3,šarri[king]N +.,LUGAL⸣,šarri,šarru,king,N,['𒈗'],𒈗,⸢LUGAL⸣,['damaged'],0.5,,,Q003630,2,3
4825,Q003630.3.1,%arc:ḥmš=,ḥmš,,,,,,,,,,,ARAMAIC,Q003630,3,1
4826,Q003630.4.1,%arc:ḥmš=,ḥmš,,,,,,,,,,,ARAMAIC,Q003630,4,1
4827,Q003630.4.2,%arc:x=,[(...)],,,,,,,,,,,ARAMAIC,Q003630,4,2
