,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word
13292,Q003431.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,Q003431,2,1
13293,Q003431.2.2,Hista[]SN$,{uru}hi-is-ta,Hista,Hista,1,SN,"['𒌷', '𒄭', '𒄑', '𒋫']",𒌷𒄭𒄑𒋫,{URU}hi-is-ta,"['complete', 'complete', 'complete', 'complete']",0.0,,,Q003431,2,2
13294,Q003431.2.3,Harabisinna[1]SN,{uru}ha-ra-bi-si-na,Harabisinna,Harbisinna,1,SN,"['𒌷', '𒄩', '𒊏', '𒁉', '𒋛', '𒈾']",𒌷𒄩𒊏𒁉𒋛𒈾,{URU}ha-ra-bi-si-na,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003431,2,3
13295,Q003431.2.4,Barbaz[]SN$,{uru}ba-ar-ba-az,Barbaz,Barbaz,1,SN,"['𒌷', '𒁀', '𒅈', '𒁀', '𒊍']",𒌷𒁀𒅈𒁀𒊍,{URU}ba-ar-ba-az,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003431,2,4
13296,Q003431.2.5,Tasa[]SN$,{uru}ta-sa,Tasa,Tasa,1,SN,"['𒌷', '𒋫', '𒊓']",𒌷𒋫𒊓,{URU}ta-sa,"['complete', 'complete', 'complete']",0.0,,,Q003431,2,5
13297,Q003431.2.6,adi[to]PRP,a-di,adi,adi,to,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,,,Q003431,2,6
13298,Q003431.2.7,Uluruš[2]WN,{id₂}u₂-lu-ru-uš,Uluruš,Uluruš,2,WN,"['𒀀𒇉', '𒌑', '𒇻', '𒊒', '𒍑']",𒀀𒇉𒌑𒇻𒊒𒍑,{ID₂}u₂-lu-ru-uš,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003431,2,7
13299,Q003431.2.8,akšud[conquer]V,ak-šud,akšud,kašādu,conquer,V,"['𒀝', '𒋤']",𒀝𒋤,ak-šud,"['complete', 'complete']",0.0,,,Q003431,2,8
13300,Q003431.2.9,dīktu[fighting//defeat]N$dīktašunu,di-ik-ta-šu₂-nu,dīktašunu,dīktu,defeat,N,"['𒁲', '𒅅', '𒋫', '𒋙', '𒉡']",𒁲𒅅𒋫𒋙𒉡,di-ik-ta-šu₂-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,Q003431,2,9
13301,Q003431.2.10,adūk[defeat]V,a-duk,adūk,dâku,defeat,V,"['𒀀', '𒂁']",𒀀𒂁,a-duk,"['complete', 'complete']",0.0,,,Q003431,2,10
13302,Q003431.2.11,n,8,,,,n,['𒐍'],𒐍,8,['complete'],0.0,NUMBER,,Q003431,2,11
