text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,3,IBYBiS6dPon41EtDmUOGOWrkyws,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,4,IBkAd8bsrY6pREatrDx670LQT3w,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,5,IBYBibdpjIHwF0uWjN3gwZa7Chw,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,6,IBYBiYH60l6FE0aAtFUPWeZORzg,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,7,IBYBib1Cgh5M4EdlnlfYkPxHNr8,shꜣi̯.yt,shꜣi̯.yt,𓋴𓉔𓄿𓇋𓇋𓏏𓐰𓂻,𓋴𓉔𓄿𓇋𓇋𓏏𓂻,"['𓋴', '𓉔', '𓄿', '𓇋', '𓇋', '𓏏', '𓂻']",140090,shꜣi̯,VERB,,herabsteigen lassen; fallen lassen,,,0.0,"['𓋴', '𓉔', '𓄿', '𓇋', '𓇋', '𓏏', '𓂻']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,8,IBYBifC4gK9yAUakrc5agLfZZMg,st.t,st.t,𓄝𓐰𓏏𓐱𓏏𓐎𓐰𓏥,𓄝𓏏𓏏𓐎𓏥,"['𓄝', '𓏏', '𓏏', '𓐎', '𓏥']",147400,st.t,NOUN,,Schleimstoffe,,,0.0,"['𓄝', '𓏏', '𓏏', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,9,IBYBieiTQfodKEbDsammG0d6xD8,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",1,10,IBYBiV9p6IZsZU46qECmHJPtlFc,npḥ.w,npḥ.w,𓈖𓐰𓊪𓎛𓏲𓄹𓐰𓏥,𓈖𓊪𓎛𓏲𓄹𓏥,"['𓈖', '𓊪', '𓎛', '𓏲', '𓄹', '𓏥']",83190,npḥ.w,NOUN,,[Teil des menschlichen Unterleibes]; Euter (der Kuh),,,0.0,"['𓈖', '𓊪', '𓎛', '𓏲', '𓄹', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",2,1,IBYBifEzqiok0kJWvYjAk5AiMww,sm.w,sm.w,𓋴𓄧𓅓𓆰𓐰𓏥,𓋴𓄧𓅓𓆰𓏥,"['𓋴', '𓄧', '𓅓', '𓆰', '𓏥']",134140,sm.w,NOUN,,Kraut; Futterkraut; Gemüse,,,0.0,"['𓋴', '𓄧', '𓅓', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",3,1,IBYBiRD9mMipVkQgjRCYCuQuwGM,snwt.t,snwt.t,𓋴𓈖𓐰𓍇𓏌𓅱𓐰𓏏𓏏|lb𓆰,𓋴𓈖𓍇𓏌𓅱𓏏𓏏𓆰,"['𓋴', '𓈖', '𓍇', '𓏌', '𓅱', '𓏏', '𓏏', '𓆰']",136820,snwt.t,NOUN,,[kriechende Pflanze],,,0.0,"['𓋴', '𓈖', '𓍇', '𓏌', '𓅱', '𓏏', '𓏏', '𓆰']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",3,3,IBYBifVt30pRnU63jvHpQfazCYE,rn,rn,𓂋𓐰𓈖𓀁,𓂋𓈖𓀁,"['𓂋', '𓈖', '𓀁']",94700,rn,NOUN,,Name,,,0.0,"['𓂋', '𓈖', '𓀁']","['complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",3,4,IBYBifAPIOzs1EzNl1XqybunaWU,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,1,IBYBiTH8dvbSCUbnhfQ4mEXBg0I,r(w)d,rwd,𓂋𓐰𓂧𓌗𓏛,𓂋𓂧𓌗𓏛,"['𓂋', '𓂧', '𓌗', '𓏛']",96610,rd,VERB,,wachsen; wachsen lassen,,,0.0,"['𓂋', '𓂧', '𓌗', '𓏛']","['complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,2,IBYBiQeUUSQ1b0cPlRt4Mzlj6Ig,⸗s,⸗s,𓊃,𓊃,['𓊃'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓊃'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,3,IBYBiVnl8M4Z0EATscZEcOCmSi0,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,4,IBYBibHk2DsXVUo3rV8KQf9QaT4,ẖ.t,ẖ.t,𓄡𓐰𓏏𓐱𓏤,𓄡𓏏𓏤,"['𓄡', '𓏏', '𓏤']",122080,ẖ.t,NOUN,,Leib; Bauch; Art; Weise,,,0.0,"['𓄡', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,5,IBYBiTYMYijpbE1zvQDWErD127U,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,6,IBYBiUwlEdC490QTlYzSWpDyC8Q,mꞽ,mꞽ,𓏇𓇋,𓏇𓇋,"['𓏇', '𓇋']",67820,mꞽ,PREP,,wie,,,0.0,"['𓏇', '𓇋']","['complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",4,7,IBYBieOMJMgTJUo7juadLf5oCG4,qꜣd.t,qꜣd.t,𓈎𓄿𓂧𓐰𓏏𓆰𓐰𓏥,𓈎𓄿𓂧𓏏𓆰𓏥,"['𓈎', '𓄿', '𓂧', '𓏏', '𓆰', '𓏥']",159650,qꜣd.t,NOUN,,Schlangenkraut,,,0.0,"['𓈎', '𓄿', '𓂧', '𓏏', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",5,1,IBYBiTIZbvrtD0lGh3m2jP6PMWE,ꞽw,ꞽw,𓇋𓏲,𓇋𓏲,"['𓇋', '𓏲']",851515,ꞽw,PART,,[zur Satzmarkierung und in komplexen Verbformen],,,0.0,"['𓇋', '𓏲']","['complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",5,2,IBYBidKp8acmKkUzshh6eWXdvGg,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",5,3,IBYBieNMtzTWt018uz7yYeUqFUo,⸗s,⸗s,𓊃,𓊃,['𓊃'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓊃'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",5,4,IBYBidoVCZf6Qk7UtC1T3umeFJ4,ḥr⟨r⟩.t,ḥrr.t,𓁷𓐰𓂋𓏏𓐰𓆰,𓁷𓂋𓏏𓆰,"['𓁷', '𓂋', '𓏏', '𓆰']",109110,ḥrr.t,NOUN,,Blume; Blüte,,,0.0,"['𓁷', '𓂋', '𓏏', '𓆰']","['complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",5,5,IBYBib8L5Uad9UGggSb6oidJC6k,mꞽ,mꞽ,𓏇𓇋,𓏇𓇋,"['𓏇', '𓇋']",67820,mꞽ,PREP,,wie,,,0.0,"['𓏇', '𓇋']","['complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",5,6,IBYBiTJDaidGekPKrSMWQu7wXYk,sšn,sšn,𓊃𓐰𓈙𓈖𓐰𓆸,𓊃𓈙𓈖𓆸,"['𓊃', '𓈙', '𓈖', '𓆸']",145220,zšn,NOUN,,Lotosblume,,,0.0,"['𓊃', '𓈙', '𓈖', '𓆸']","['complete', 'complete', 'complete', 'complete']"
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",6,2,IBYBiZ3HD6F7nUhWiXBMzLq3tNs,⸮{r}⟨ꞽw⟩?,ꞽw,𓂋,𓂋,['𓂋'],851515,ꞽw,PART,,[zur Satzmarkierung und in komplexen Verbformen],,,0.0,['𓂋'],['complete']
VQIUBI5MUFFMXHUXJUQBIBZSOU,"Medizinische Texte || pEbers || 51,15-52,22 = Eb 294-304: Heilmittel gegen krankmachende Sekrete",6,3,IBYBiW5NQd7YWEJfmPLFpXXDcW8,gmi̯.tw,gmi̯.tw,𓅠𓅓𓏏𓏲,𓅠𓅓𓏏𓏲,"['𓅠', '𓅓', '𓏏', '𓏲']",167210,gmi̯,VERB,,finden; entdecken; vorfinden; in der Lage sein,,,0.0,"['𓅠', '𓅓', '𓏏', '𓏲']","['complete', 'complete', 'complete', 'complete']"
