text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",1,5,IBYCcdw7DRPybk5epCfC4jAMLIY,{k.t},,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",1,6,IBYCcQ8z093Gm0URtBAeYbeBKuo,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",1,7,IBkAd4gGMATlxUK1iw4O4BvxDhk,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",1,8,IBYCcX6z2QKkjEp6hMqxKkf2fmY,dmd.t,dmd.t,𓋬𓐰𓂧𓏏𓍼𓐰𓏤,𓋬𓂧𓏏𓍼𓏤,"['𓋬', '𓂧', '𓏏', '𓍼', '𓏤']",179460,dmḏ.t,NOUN,,Sammelschrift,,,0.0,"['𓋬', '𓂧', '𓏏', '𓍼', '𓏤']","['complete', 'complete', 'complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",1,9,IBYCcW5eKq0gaU8fghZGWAbMCWE,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",1,10,IBYCcWlpvhxL9ULtvw8WXOsQYkY,ꞽr(.t.ꞽ).DU,ꞽr.t.ꞽ.DU,𓁹𓐰𓁹,𓁹𓁹,"['𓁹', '𓁹']",28250,ꞽr.t,NOUN,,Auge,,,0.0,"['𓁹', '𓁹']","['complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,1,IBYCcRLk8CDDG0L5nzrm303C7IY,ꞽrr.t.PL,ꞽrr.t.PL,𓁹𓐰𓂋𓐱𓏏𓏥,𓁹𓂋𓏏𓏥,"['𓁹', '𓂋', '𓏏', '𓏥']",28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,"['𓁹', '𓂋', '𓏏', '𓏥']","['complete', 'complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,2,IBYCceij5UHjY0sqktWCoCzfTY4,r,r,𓂋,𓂋,['𓂋'],91903,r,PREP,,betreffs; bezüglich; gemäß,,,0.0,['𓂋'],['complete']
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,3,IBYCcaO14A3AQkYlh2iehBgpNjU,rd.t,rd.t,𓂋𓐰𓂧𓏏𓌗𓏛,𓂋𓂧𓏏𓌗𓏛,"['𓂋', '𓂧', '𓏏', '𓌗', '𓏛']",854724,rd.t,NOUN,,Gewächs,,,0.0,"['𓂋', '𓂧', '𓏏', '𓌗', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,5,IBYCcV5ilso6J0BZvoFgqQAx9N0,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,6,IBYCcaDCxBVyJ0znrlspq0aHbho,wḫd.w,wḫd.w,𓐎𓐰𓏥,𓐎𓏥,"['𓐎', '𓏥']",49410,wḫd.w,NOUN,,Schmerzstoff (med.); Krankheitsauslöser,,,0.0,"['𓐎', '𓏥']","['complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,7,IBYCcSNgg93bnE1cqcF3Dq1GI4Y,m,m,𓅓,𓅓,['𓅓'],64360,m,PREP,,[Präposition],,,0.0,['𓅓'],['complete']
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,8,IBYCcaYfVUiuwE62vWtg6KWjKOQ,snf,snf,𓋴𓈖𓐰𓆑𓂐𓐰𓏥,𓋴𓈖𓆑𓂐𓏥,"['𓋴', '𓈖', '𓆑', '𓂐', '𓏥']",137250,znf,NOUN,,Blut,,,0.0,"['𓋴', '𓈖', '𓆑', '𓂐', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,9,IBYCcSU7m3rMEEFYhLWosmNyJdo,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",2,10,IBYCcfe68MvZA0tWnm7S5mIS508,ꞽr.t,ꞽr.t,𓁹𓐰𓏏𓐱𓏤,𓁹𓏏𓏤,"['𓁹', '𓏏', '𓏤']",28250,ꞽr.t,NOUN,,Auge,,,0.0,"['𓁹', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",3,1,IBYCcTD4vNjIokOOpoIQTHOYf1M,sꞽꜣ,sꞽꜣ,𓋷𓄿𓀁𓈒𓐰𓏥,𓋷𓄿𓀁𓈒𓏥,"['𓋷', '𓄿', '𓀁', '𓈒', '𓏥']",127870,sꞽꜣ,NOUN,,[offizinell Verwendetes],,,0.0,"['𓋷', '𓄿', '𓀁', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",3,2,IBYCceQxVlLhw0agkd0LZsb8mLU,šmꜥ(.ꞽ),šmꜥ.ꞽ,𓇗𓂝𓐰𓈒𓐱𓏥,𓇗𓂝𓈒𓏥,"['𓇗', '𓂝', '𓈒', '𓏥']",154790,šmꜥ.ꞽ,ADJ,,oberägyptisch,,,0.0,"['𓇗', '𓂝', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete']"
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",3,3,IBYCcVaPNtCRmUuuupGBJWjWJw8,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
REED47N2PNGD5HULYWF4VHCJPA,"Medizinische Texte || pEbers || 55,20-64,5 = Eb 336-431: Sammelhandschrift für die Augen (das „Augenbuch“)",3,4,IBYCcVhX6a2dA0SIsI8yBPQQMFw,bꞽ.t,bꞽ.t,𓆤𓏏𓏌𓐰𓏥,𓆤𓏏𓏌𓏥,"['𓆤', '𓏏', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
