text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,3,IBUBd58zbG07RkjDr15Oy1JYWFs,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,4,IBkAd5jJp5WIOESPiCKEQP4XP4o,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,5,IBUBdyBAERpjo0h3sfW0IE64ZKI,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,6,IBUBdxaJoIDn2EITh7xqtg4mmBk,ꞽri̯.t.n,ꞽri̯.t.n,𓁹𓐰𓏏𓐱𓈖,𓁹𓏏𓈖,"['𓁹', '𓏏', '𓈖']",28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,"['𓁹', '𓏏', '𓈖']","['complete', 'complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,7,IBUBd4L6QNAHrkW9sIUW6VNQHp0,rꜥ,rꜥ,𓇳𓅆,𓇳𓅆,"['𓇳', '𓅆']",400015,Rꜥw,PROPN,god,Re,,,0.0,"['𓇳', '𓅆']","['complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,8,IBUBd7mm7oKQX09TvGeni9Hbigg,ḥr,ḥr,𓁷𓐰𓂋𓏤,𓁷𓂋𓏤,"['𓁷', '𓂋', '𓏤']",400092,ḥr,PREP,,wegen; für (Grund); in Hinsicht auf (Bezug); [kausal],,,0.0,"['𓁷', '𓂋', '𓏤']","['complete', 'complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,9,IBUBd0KpT8W2rksPso0W2s62CwA,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,10,IBUBd6DMIaZQfkNstTLcePjR8Gc,ḏs,ḏs,𓆓𓐰𓊃,𓆓𓊃,"['𓆓', '𓊃']",185370,ḏs,NOUN,,Selbst,,,0.0,"['𓆓', '𓊃']","['complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",1,11,IBUBd4Njwv0vfUhLpE2CKgsjnzQ,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",2,1,IBUBd8NPKkkRYkmMrxhRPPKjmU8,bꞽ.t,bꞽ.t,𓆤𓏏𓏌𓐰𓏥,𓆤𓏏𓏌𓏥,"['𓆤', '𓏏', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",2,2,IBUBdwuYVQLI0kb5g42mpGrw3Wo,ꞽm.ꞽtw,ꞽm.ꞽtw,𓏶𓅓𓏭𓏏𓏲,𓏶𓅓𓏭𓏏𓏲,"['𓏶', '𓅓', '𓏭', '𓏏', '𓏲']",25400,ꞽm.wtꞽ,PREP,,inmitten; zwischen,,,0.0,"['𓏶', '𓅓', '𓏭', '𓏏', '𓏲']","['complete', 'complete', 'complete', 'complete', 'complete']"
VHKSDEIJSJEF7GWX7UIF6FBAZY,"Medizinische Texte || pEbers || 46,10-48,20 = Eb 242-260: Heilmittel gegen Kopfschmerzen und andere negative Einwirkungen von Göttern",2,3,IBUBdwaMjRSiD0arhxnWPzWSjRc,srf.wꞽ,srf.wꞽ,𓋴𓂋𓐰𓆑𓊮𓏲𓐰𓏭,𓋴𓂋𓆑𓊮𓏲𓏭,"['𓋴', '𓂋', '𓆑', '𓊮', '𓏲', '𓏭']",139390,srf,NOUN,,Wärme; Leidenschaft; Fieber,,,0.0,"['𓋴', '𓂋', '𓆑', '𓊮', '𓏲', '𓏭']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
