text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,3,IBcARJobmqPeE0LZrCALp0zid0A,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,4,IBkAdyGWjOMjtU6ZjYpuDULSsT4,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,5,IBcARG2pmPQDn05el9EdDgxyc4A,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,6,IBcAREQgGUEepE3ur8gwNrOappg,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,7,IBcARNdxSCRJrESQom5L3OopHGQ,wnm-snf,wnm-snf,𓏶𓅓𓀁𓊃𓐰𓈖𓐰𓆑𓂐𓐰𓏥,𓏶𓅓𓀁𓊃𓈖𓆑𓂐𓏥,"['𓏶', '𓅓', '𓀁', '𓊃', '𓈖', '𓆑', '𓂐', '𓏥']",872147,wnm-znf,NOUN,,Blutfraß (Krankheit),,,0.0,"['𓏶', '𓅓', '𓀁', '𓊃', '𓈖', '𓆑', '𓂐', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,8,IBcAREepWFjyW0hNinab45FUQWw,sgr.t,sgr.t,𓋴𓎼𓐰𓂋𓐱𓏏𓀁,𓋴𓎼𓂋𓏏𓀁,"['𓋴', '𓎼', '𓂋', '𓏏', '𓀁']",147260,sgr,VERB,,zum Schweigen bringen; beruhigen,,,0.0,"['𓋴', '𓎼', '𓂋', '𓏏', '𓀁']","['complete', 'complete', 'complete', 'complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",1,9,IBcARDViAmTEkU2binYIQKS1Y50,wšꜥ.w,wšꜥ.w,𓏲𓈙𓐰𓂝𓏲𓄑𓐰𓏥𓈒𓐰𓏥,𓏲𓈙𓂝𓏲𓄑𓏥𓈒𓏥,"['𓏲', '𓈙', '𓂝', '𓏲', '𓄑', '𓏥', '𓈒', '𓏥']",50300,wšꜥ.w,NOUN,,"Jucken (""Fressen"", als Krankheit)",,,0.0,"['𓏲', '𓈙', '𓂝', '𓏲', '𓄑', '𓏥', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",3,1,IBcARLQPauAjOUWipbiQ8CZyXmw,psi̯,psi̯,𓊮,𓊮,['𓊮'],62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,['𓊮'],['complete']
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",3,2,IBcARJV4ryImR0pPjIjWcpj03oQ,m,m,𓅓,𓅓,['𓅓'],500292,m,PREP,,als (etwas sein); nämlich (etwas); zu (etwas werden); [identifizierend],,,0.0,['𓅓'],['complete']
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",3,4,IBcARMRvMYYyEk4uqeWNSDDfFzs,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",3,5,IBcARHEEqNQnl06QrwQpJmSefRE,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
J35OWBNYQFBKVLWBKP2DRLZT4A,"Medizinische Texte || pEbers || 75,19-76,19 = Eb 592-602: Heilmittel gegen Blutfraß und zum Stillen des Kauens",3,6,IBcARIuQ9ZP120zkn1VfiGQT8Q0,m,m,𓅓,𓅓,['𓅓'],64362,m,PREP,,in (Zustand); als (Art und Weise); [modal],,,0.0,['𓅓'],['complete']
