text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",1,4,IBYCkS4BT7NHwkqqnpZgnGu1QCo,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",1,5,IBYCkaUSkRHmDUKpnV1n6uDQc60,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",1,7,IBYCkUjk1DDsXUPqmHjAF60Ktno,psḥ,psḥ,𓊪𓐰𓊃𓎛𓄑𓀁,𓊪𓊃𓎛𓄑𓀁,"['𓊪', '𓊃', '𓎛', '𓄑', '𓀁']",62230,pzḥ,NOUN,,Biss; Stich,,,0.0,"['𓊪', '𓊃', '𓎛', '𓄑', '𓀁']","['complete', 'complete', 'complete', 'complete', 'complete']"
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",1,8,IBYCkcJujnDu6E80u1PX294OOyg,n,n,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",1,9,IBYCkYqCsnexREjopsBX8QVvLiU,r(m)ṯ,rmṯ,𓂋𓐰𓏏𓀀𓐱𓁐𓐰𓏥,𓂋𓏏𓀀𓁐𓏥,"['𓂋', '𓏏', '𓀀', '𓁐', '𓏥']",94530,rmṯ,NOUN,,Mensch; Mann,,,0.0,"['𓂋', '𓏏', '𓀀', '𓁐', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",2,1,IBYCkbEbOjuoE0DOohkGSwv0XPM,ẖꜥꜥ.w.PL,ẖꜥꜥ.w.PL,𓄡𓐰𓂝𓂝𓏲𓏌𓐰𓏥,𓄡𓂝𓂝𓏲𓏌𓏥,"['𓄡', '𓂝', '𓂝', '𓏲', '𓏌', '𓏥']",122760,ẖꜥꜥ,NOUN,,Ration (?); Bodensatz (?),,,0.0,"['𓄡', '𓂝', '𓂝', '𓏲', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",2,2,IBYCkRWWAG8o2Umdpdi3BQHJeKw,n.w,n.w,𓏌𓏤,𓏌𓏤,"['𓏌', '𓏤']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓏌', '𓏤']","['complete', 'complete']"
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",2,3,IBkDCZQbSQoceEhrmZ7VEAYCMWE,⟨šd.t⟩,šd.t,,,[],158970,šḏ.t,NOUN,,[ein Teig (beim Brotbacken)],,,0.0,[],[]
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",2,4,IBkDCWxtP3mMq09HrrfhENJLj5I,⟨n.tꞽ⟩,n.tꞽ,,,[],89850,n.tꞽ,PRON,,der welcher (Relativpronomen),,,0.0,[],[]
5VTRLPNGTVB4NFASALVWWRA524,"Medizinische Texte || pEbers || 64,5-64,12 = Eb 432-436: Rezepte gegen Bisswunden",2,5,IBkDCXoOnZBQMUvWsOTXWGNtKPg,⟨m⟩,m,,,[],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,[],[]
