,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word
63020,Q007626.2.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,2,1
63021,Q007626.2.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007626,2,2
63022,Q007626.2.3,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007626,2,3
63023,Q007626.2.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,2,4
63024,Q007626.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,3,1
63025,Q007626.3.2,X,LU,,,,X,['𒇻'],𒇻,LU,['complete'],0.0,,Q007626,3,2
63026,Q007626.3.3,X,SI,,,,X,['𒋛'],𒋛,SI,['complete'],0.0,,Q007626,3,3
63027,Q007626.3.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,3,4
63028,Q007626.4.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,4,1
63029,Q007626.4.2,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007626,4,2
63030,Q007626.4.3,x,AD,,,,,['𒀜'],𒀜,AD,['complete'],0.0,,Q007626,4,3
63031,Q007626.4.4,x,AN,,,,,['𒀭'],𒀭,AN,['complete'],0.0,,Q007626,4,4
63032,Q007626.4.5,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007626,4,5
63033,Q007626.4.6,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,4,6
63034,Q007626.5.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,5,1
63035,Q007626.5.2,u,x-e,,,,u,"['x', '𒂊']",x𒂊,x-e,"['complete', 'complete']",0.0,,Q007626,5,2
63036,Q007626.5.3,ša[who]REL,ša₂,ša,ša,who,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,Q007626,5,3
63037,Q007626.5.4,u,uš-[...],,,,u,"['𒍑', 'x']",𒍑x,uš-[x],"['complete', 'missing']",0.5,,Q007626,5,4
63038,Q007626.6.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007626,6,1
63039,Q007626.6.2,"Salmanu-ašared[Shalmaneser III, king of Assyria]RN",{m}{d]}⸢sal₂⸣-ma-nu-MAŠ,Salmanu-ašared,Salmanu-ašared_III,"Shalmaneser III, king of Assyria",RN,"['𒁹', '𒀭', '𒁲', '𒈠', '𒉡', '𒈦']",𒁹𒀭𒁲𒈠𒉡𒈦,{[m]}{[d]}⸢sal₂⸣-ma-nu-MAŠ,"['missing', 'missing', 'damaged', 'complete', 'complete', 'complete']",0.42,RN,Q007626,6,2
63040,Q007626.6.3,mār[son]N,⸢DUMU⸣,mār,māru,son,N,['𒌉'],𒌉,⸢DUMU⸣,['damaged'],0.5,,Q007626,6,3
63041,Q007626.6.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,6,4
63042,Q007626.7.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,7,1
63043,Q007626.7.2,x,⸢NU⸣,,,,,['𒉡'],𒉡,⸢NU⸣,['damaged'],0.5,,Q007626,7,2
63044,Q007626.7.3,x,NUMUN,,,,,['𒆰'],𒆰,NUMUN,['complete'],0.0,,Q007626,7,3
63045,Q007626.7.4,X,MA,,,,X,['𒈠'],𒈠,MA,['complete'],0.0,,Q007626,7,4
63046,Q007626.7.5,X,ṢI,,,,X,['𒍢'],𒍢,ṢI,['complete'],0.0,,Q007626,7,5
63047,Q007626.7.6,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007626,7,6
63048,Q007626.7.7,u,x,,,,u,['x'],x,x,['complete'],0.0,,Q007626,7,7
63049,Q007626.7.8,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,Q007626,7,8
63050,Q007626.8.1,u,[...,,,,u,['x'],x,[x],['missing'],1.0,,Q007626,8,1
63051,Q007626.8.2,"Aššur-bani-apli[Ashurbanipal, king of Assyria]RN",{m}AN.ŠAR₂]-⸢DU₃⸣-A,Aššur-bani-apli,Aššur-bani-apli,"Ashurbanipal, king of Assyria",RN,"['𒁹', '𒀭', '𒊹', '𒆕', '𒀀']",𒁹𒀭𒊹𒆕𒀀,{[m]}[AN].[ŠAR₂]-⸢DU₃⸣-A,"['missing', 'missing', 'missing', 'damaged', 'complete']",0.7,RN,Q007626,8,2
63052,Q007626.8.3,šar[king]N,LUGAL,šar,šarru,king,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,,Q007626,8,3
63053,Q007626.8.4,rabû[great]AJ,GAL,rabû,rabû,great,AJ,['𒃲'],𒃲,GAL,['complete'],0.0,,Q007626,8,4
